NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.1, 47.5545 msec to evaluate
step 4200, training accuracy 0.92, 4.19641 msec to evaluate
step 4300, training accuracy 0.84, 3.98874 msec to evaluate
step 4400, training accuracy 0.86, 3.94797 msec to evaluate
step 4500, training accuracy 0.82, 4.28438 msec to evaluate
step 4600, training accuracy 0.84, 3.8836 msec to evaluate
step 4700, training accuracy 0.8, 3.66116 msec to evaluate
step 4800, training accuracy 1, 3.61753 msec to evaluate
step 4900, training accuracy 0.84, 3.9556 msec to evaluate
test accuracy 0.8948
step 5000, training accuracy 0.88, 3.14736 msec to evaluate
step 5100, training accuracy 0.8, 4.32658 msec to evaluate
step 5200, training accuracy 0.9, 4.01163 msec to evaluate
step 5300, training accuracy 0.86, 4.08959 msec to evaluate
step 5400, training accuracy 0.9, 4.15063 msec to evaluate
step 5500, training accuracy 0.86, 3.5646 msec to evaluate
step 5600, training accuracy 0.94, 4.04835 msec to evaluate
step 5700, training accuracy 0.92, 3.79992 msec to evaluate
step 5800, training accuracy 0.8, 4.81606 msec to evaluate
step 5900, training accuracy 0.88, 4.08411 msec to evaluate
test accuracy 0.9071
step 6000, training accuracy 0.94, 4.33898 msec to evaluate
step 6100, training accuracy 0.86, 3.74985 msec to evaluate
step 6200, training accuracy 0.88, 4.41241 msec to evaluate
step 6300, training accuracy 0.92, 3.7024 msec to evaluate
step 6400, training accuracy 0.86, 3.82185 msec to evaluate
step 6500, training accuracy 0.84, 3.75867 msec to evaluate
step 6600, training accuracy 0.94, 4.51589 msec to evaluate
step 6700, training accuracy 0.9, 4.66681 msec to evaluate
step 6800, training accuracy 0.88, 3.99947 msec to evaluate
step 6900, training accuracy 0.94, 4.08769 msec to evaluate
test accuracy 0.9083
step 7000, training accuracy 0.92, 4.22645 msec to evaluate
step 7100, training accuracy 0.98, 3.98302 msec to evaluate
step 7200, training accuracy 0.86, 4.20284 msec to evaluate
step 7300, training accuracy 0.94, 4.39477 msec to evaluate
step 7400, training accuracy 0.94, 3.97944 msec to evaluate
step 7500, training accuracy 0.86, 4.02141 msec to evaluate
step 7600, training accuracy 0.84, 4.83823 msec to evaluate
step 7700, training accuracy 0.86, 3.24297 msec to evaluate
step 7800, training accuracy 0.9, 4.83012 msec to evaluate
step 7900, training accuracy 0.96, 4.84443 msec to evaluate
test accuracy 0.9212
step 8000, training accuracy 0.88, 3.59583 msec to evaluate
step 8100, training accuracy 0.9, 4.86732 msec to evaluate
step 8200, training accuracy 0.94, 4.76623 msec to evaluate
step 8300, training accuracy 1, 4.09603 msec to evaluate
step 8400, training accuracy 0.9, 4.05717 msec to evaluate
step 8500, training accuracy 0.96, 4.30298 msec to evaluate
step 8600, training accuracy 0.88, 4.66442 msec to evaluate
step 8700, training accuracy 0.94, 4.19235 msec to evaluate
step 8800, training accuracy 0.9, 3.32189 msec to evaluate
step 8900, training accuracy 0.9, 4.42624 msec to evaluate
test accuracy 0.9257
step 9000, training accuracy 0.94, 3.73054 msec to evaluate
step 9100, training accuracy 0.94, 4.2336 msec to evaluate
step 9200, training accuracy 0.98, 4.64892 msec to evaluate
step 9300, training accuracy 0.92, 4.5979 msec to evaluate
step 9400, training accuracy 0.94, 3.67284 msec to evaluate
step 9500, training accuracy 0.96, 4.64153 msec to evaluate
step 9600, training accuracy 0.96, 3.5212 msec to evaluate
step 9700, training accuracy 0.9, 3.9432 msec to evaluate
step 9800, training accuracy 0.92, 4.75693 msec to evaluate
step 9900, training accuracy 0.9, 3.57056 msec to evaluate
test accuracy 0.921
step 10000, training accuracy 1, 3.56221 msec to evaluate
step 10100, training accuracy 0.96, 3.99733 msec to evaluate
step 10200, training accuracy 0.98, 3.61276 msec to evaluate
step 10300, training accuracy 0.92, 4.51207 msec to evaluate
step 10400, training accuracy 0.92, 4.51398 msec to evaluate
step 10500, training accuracy 0.9, 3.73006 msec to evaluate
step 10600, training accuracy 0.94, 4.23265 msec to evaluate
step 10700, training accuracy 0.88, 3.81851 msec to evaluate
step 10800, training accuracy 0.9, 3.88455 msec to evaluate
step 10900, training accuracy 0.9, 3.88622 msec to evaluate
test accuracy 0.93
step 11000, training accuracy 0.98, 3.57628 msec to evaluate
step 11100, training accuracy 0.9, 3.85952 msec to evaluate
step 11200, training accuracy 0.9, 3.93748 msec to evaluate
step 11300, training accuracy 0.98, 4.33064 msec to evaluate
step 11400, training accuracy 0.92, 4.86684 msec to evaluate
step 11500, training accuracy 0.9, 3.72958 msec to evaluate
step 11600, training accuracy 0.9, 3.60227 msec to evaluate
step 11700, training accuracy 0.92, 3.76534 msec to evaluate
step 11800, training accuracy 0.92, 3.94225 msec to evaluate
step 11900, training accuracy 0.92, 5.65648 msec to evaluate
test accuracy 0.9299
step 12000, training accuracy 1, 2.64907 msec to evaluate
step 12100, training accuracy 0.9, 3.9103 msec to evaluate
step 12200, training accuracy 0.98, 4.00972 msec to evaluate
step 12300, training accuracy 0.98, 4.02093 msec to evaluate
step 12400, training accuracy 0.84, 4.1883 msec to evaluate
step 12500, training accuracy 0.94, 3.72148 msec to evaluate
step 12600, training accuracy 0.92, 3.77703 msec to evaluate
step 12700, training accuracy 0.98, 4.17495 msec to evaluate
step 12800, training accuracy 0.96, 4.09746 msec to evaluate
step 12900, training accuracy 0.92, 4.02951 msec to evaluate
test accuracy 0.9374
step 13000, training accuracy 0.94, 4.48918 msec to evaluate
step 13100, training accuracy 0.96, 4.0977 msec to evaluate
step 13200, training accuracy 0.96, 3.83377 msec to evaluate
step 13300, training accuracy 0.92, 4.06289 msec to evaluate
step 13400, training accuracy 0.94, 3.81017 msec to evaluate
step 13500, training accuracy 0.92, 4.22215 msec to evaluate
step 13600, training accuracy 0.88, 4.2069 msec to evaluate
step 13700, training accuracy 0.94, 3.94154 msec to evaluate
step 13800, training accuracy 0.94, 3.55744 msec to evaluate
step 13900, training accuracy 0.96, 4.06551 msec to evaluate
test accuracy 0.9179
step 14000, training accuracy 0.98, 3.56555 msec to evaluate
step 14100, training accuracy 0.96, 4.05383 msec to evaluate
step 14200, training accuracy 0.88, 4.20475 msec to evaluate
step 14300, training accuracy 0.92, 3.56174 msec to evaluate
step 14400, training accuracy 0.9, 3.9041 msec to evaluate
step 14500, training accuracy 0.96, 3.4852 msec to evaluate
step 14600, training accuracy 0.98, 4.14348 msec to evaluate
step 14700, training accuracy 0.96, 4.3385 msec to evaluate
step 14800, training accuracy 0.96, 3.94654 msec to evaluate
step 14900, training accuracy 0.88, 3.49212 msec to evaluate
test accuracy 0.9429
step 15000, training accuracy 0.94, 3.39317 msec to evaluate
step 15100, training accuracy 1, 4.21548 msec to evaluate
step 15200, training accuracy 0.94, 4.11534 msec to evaluate
step 15300, training accuracy 0.96, 4.06122 msec to evaluate
step 15400, training accuracy 0.92, 3.78799 msec to evaluate
step 15500, training accuracy 0.94, 3.64542 msec to evaluate
step 15600, training accuracy 0.98, 4.44961 msec to evaluate
step 15700, training accuracy 0.98, 4.00877 msec to evaluate
step 15800, training accuracy 0.96, 3.76177 msec to evaluate
step 15900, training accuracy 0.94, 4.10986 msec to evaluate
test accuracy 0.9401
step 16000, training accuracy 0.96, 2.9726 msec to evaluate
step 16100, training accuracy 0.98, 3.63731 msec to evaluate
step 16200, training accuracy 0.98, 4.35781 msec to evaluate
step 16300, training accuracy 0.9, 3.96872 msec to evaluate
step 16400, training accuracy 0.96, 4.42362 msec to evaluate
step 16500, training accuracy 1, 3.38793 msec to evaluate
step 16600, training accuracy 1, 3.73268 msec to evaluate
step 16700, training accuracy 0.92, 4.30799 msec to evaluate
step 16800, training accuracy 0.98, 3.86763 msec to evaluate
step 16900, training accuracy 1, 4.32062 msec to evaluate
test accuracy 0.9455
step 17000, training accuracy 0.96, 4.2727 msec to evaluate
step 17100, training accuracy 0.96, 4.22382 msec to evaluate
step 17200, training accuracy 0.98, 3.92723 msec to evaluate
step 17300, training accuracy 0.98, 5.10049 msec to evaluate
step 17400, training accuracy 0.96, 3.50022 msec to evaluate
step 17500, training accuracy 0.94, 3.58868 msec to evaluate
step 17600, training accuracy 0.98, 3.7415 msec to evaluate
step 17700, training accuracy 0.98, 4.4558 msec to evaluate
step 17800, training accuracy 1, 3.79515 msec to evaluate
step 17900, training accuracy 0.94, 3.60894 msec to evaluate
test accuracy 0.9496
step 18000, training accuracy 0.96, 3.75724 msec to evaluate
step 18100, training accuracy 0.98, 3.76034 msec to evaluate
step 18200, training accuracy 0.98, 3.97515 msec to evaluate
step 18300, training accuracy 0.92, 4.49014 msec to evaluate
step 18400, training accuracy 0.92, 3.66712 msec to evaluate
step 18500, training accuracy 0.98, 3.80301 msec to evaluate
step 18600, training accuracy 0.96, 3.74699 msec to evaluate
step 18700, training accuracy 0.94, 3.5038 msec to evaluate
step 18800, training accuracy 0.96, 4.19092 msec to evaluate
step 18900, training accuracy 0.96, 3.88598 msec to evaluate
test accuracy 0.9466
step 19000, training accuracy 0.94, 3.52669 msec to evaluate
step 19100, training accuracy 1, 5.42569 msec to evaluate
step 19200, training accuracy 1, 4.39072 msec to evaluate
step 19300, training accuracy 0.92, 3.84498 msec to evaluate
step 19400, training accuracy 0.96, 3.99327 msec to evaluate
step 19500, training accuracy 0.94, 4.02379 msec to evaluate
step 19600, training accuracy 0.96, 3.90816 msec to evaluate
step 19700, training accuracy 0.96, 4.26888 msec to evaluate
step 19800, training accuracy 0.94, 3.73697 msec to evaluate
step 19900, training accuracy 0.94, 4.08173 msec to evaluate
test accuracy 0.9407
step 20000, training accuracy 0.9, 2.92563 msec to evaluate
step 20100, training accuracy 0.98, 4.31395 msec to evaluate
step 20200, training accuracy 0.94, 3.63255 msec to evaluate
step 20300, training accuracy 0.96, 3.79348 msec to evaluate
step 20400, training accuracy 0.94, 4.10843 msec to evaluate
step 20500, training accuracy 0.96, 4.51016 msec to evaluate
step 20600, training accuracy 0.9, 3.28517 msec to evaluate
step 20700, training accuracy 0.98, 4.02927 msec to evaluate
step 20800, training accuracy 0.92, 4.22072 msec to evaluate
step 20900, training accuracy 0.96, 7.08747 msec to evaluate
test accuracy 0.944
step 21000, training accuracy 1, 3.9494 msec to evaluate
step 21100, training accuracy 0.98, 4.73428 msec to evaluate
step 21200, training accuracy 0.9, 4.10676 msec to evaluate
step 21300, training accuracy 0.96, 3.90148 msec to evaluate
step 21400, training accuracy 0.98, 4.36974 msec to evaluate
step 21500, training accuracy 0.98, 4.21453 msec to evaluate
step 21600, training accuracy 0.88, 4.40311 msec to evaluate
step 21700, training accuracy 0.9, 3.81994 msec to evaluate
step 21800, training accuracy 0.94, 3.45492 msec to evaluate
step 21900, training accuracy 0.94, 3.32189 msec to evaluate
test accuracy 0.9527
step 22000, training accuracy 0.94, 3.48067 msec to evaluate
step 22100, training accuracy 0.98, 4.32467 msec to evaluate
step 22200, training accuracy 0.92, 4.40836 msec to evaluate
step 22300, training accuracy 0.98, 4.06885 msec to evaluate
step 22400, training accuracy 0.98, 4.13299 msec to evaluate
step 22500, training accuracy 0.88, 3.89481 msec to evaluate
step 22600, training accuracy 0.98, 4.05002 msec to evaluate
step 22700, training accuracy 0.98, 3.88503 msec to evaluate
step 22800, training accuracy 0.94, 4.03309 msec to evaluate
step 22900, training accuracy 0.9, 3.84474 msec to evaluate
test accuracy 0.9558
step 23000, training accuracy 0.9, 4.11201 msec to evaluate
step 23100, training accuracy 0.98, 3.49975 msec to evaluate
step 23200, training accuracy 0.98, 4.29416 msec to evaluate
step 23300, training accuracy 0.96, 4.06408 msec to evaluate
step 23400, training accuracy 0.98, 3.56269 msec to evaluate
step 23500, training accuracy 0.92, 4.29988 msec to evaluate
step 23600, training accuracy 0.92, 3.87478 msec to evaluate
step 23700, training accuracy 0.94, 3.9866 msec to evaluate
step 23800, training accuracy 0.98, 5.12624 msec to evaluate
step 23900, training accuracy 0.94, 4.0009 msec to evaluate
test accuracy 0.9572
step 24000, training accuracy 0.96, 3.8991 msec to evaluate
step 24100, training accuracy 0.96, 4.14491 msec to evaluate
step 24200, training accuracy 0.98, 4.82988 msec to evaluate
step 24300, training accuracy 0.96, 4.04263 msec to evaluate
step 24400, training accuracy 0.98, 4.23384 msec to evaluate
step 24500, training accuracy 0.96, 3.89147 msec to evaluate
step 24600, training accuracy 0.96, 4.26817 msec to evaluate
step 24700, training accuracy 0.94, 3.42083 msec to evaluate
step 24800, training accuracy 0.98, 4.36473 msec to evaluate
step 24900, training accuracy 0.96, 3.85761 msec to evaluate
test accuracy 0.9575
step 25000, training accuracy 0.96, 3.67141 msec to evaluate
step 25100, training accuracy 0.92, 3.64041 msec to evaluate
step 25200, training accuracy 0.98, 3.89719 msec to evaluate
step 25300, training accuracy 0.96, 3.55244 msec to evaluate
step 25400, training accuracy 0.96, 3.97539 msec to evaluate
step 25500, training accuracy 0.98, 4.09389 msec to evaluate
step 25600, training accuracy 0.98, 3.8867 msec to evaluate
step 25700, training accuracy 0.96, 3.94845 msec to evaluate
step 25800, training accuracy 0.98, 4.18806 msec to evaluate
step 25900, training accuracy 1, 4.82631 msec to evaluate
test accuracy 0.9597
step 26000, training accuracy 0.98, 4.78578 msec to evaluate
step 26100, training accuracy 0.98, 4.10128 msec to evaluate
step 26200, training accuracy 1, 4.1585 msec to evaluate
step 26300, training accuracy 1, 3.91245 msec to evaluate
step 26400, training accuracy 1, 3.2258 msec to evaluate
step 26500, training accuracy 0.96, 4.34113 msec to evaluate
step 26600, training accuracy 0.94, 4.55308 msec to evaluate
step 26700, training accuracy 0.98, 3.66402 msec to evaluate
step 26800, training accuracy 0.98, 4.2727 msec to evaluate
step 26900, training accuracy 0.98, 4.54307 msec to evaluate
test accuracy 0.9503
step 27000, training accuracy 0.96, 3.72195 msec to evaluate
step 27100, training accuracy 0.98, 4.44555 msec to evaluate
step 27200, training accuracy 0.94, 4.01568 msec to evaluate
step 27300, training accuracy 0.96, 3.96085 msec to evaluate
step 27400, training accuracy 1, 4.02164 msec to evaluate
step 27500, training accuracy 0.96, 2.93636 msec to evaluate
step 27600, training accuracy 0.94, 4.12369 msec to evaluate
step 27700, training accuracy 0.98, 4.10295 msec to evaluate
step 27800, training accuracy 0.94, 4.14515 msec to evaluate
step 27900, training accuracy 1, 6.29091 msec to evaluate
test accuracy 0.9573
step 28000, training accuracy 0.94, 4.47822 msec to evaluate
step 28100, training accuracy 0.98, 3.77965 msec to evaluate
step 28200, training accuracy 0.98, 3.95489 msec to evaluate
step 28300, training accuracy 0.98, 3.77917 msec to evaluate
step 28400, training accuracy 0.94, 4.00567 msec to evaluate
step 28500, training accuracy 1, 4.46868 msec to evaluate
step 28600, training accuracy 0.88, 3.6149 msec to evaluate
step 28700, training accuracy 0.98, 4.29153 msec to evaluate
step 28800, training accuracy 0.98, 4.70996 msec to evaluate
step 28900, training accuracy 0.96, 4.99129 msec to evaluate
test accuracy 0.9558
step 29000, training accuracy 0.96, 4.96769 msec to evaluate
step 29100, training accuracy 0.92, 4.41122 msec to evaluate
step 29200, training accuracy 0.98, 4.43292 msec to evaluate
step 29300, training accuracy 0.92, 4.40502 msec to evaluate
step 29400, training accuracy 0.94, 3.69024 msec to evaluate
step 29500, training accuracy 0.94, 3.98231 msec to evaluate
step 29600, training accuracy 0.96, 4.27103 msec to evaluate
step 29700, training accuracy 0.98, 3.45397 msec to evaluate
step 29800, training accuracy 1, 4.25887 msec to evaluate
step 29900, training accuracy 0.94, 4.18305 msec to evaluate
test accuracy 0.9575
step 30000, training accuracy 0.96, 4.47249 msec to evaluate
step 30100, training accuracy 0.92, 3.85475 msec to evaluate
step 30200, training accuracy 0.96, 3.84188 msec to evaluate
step 30300, training accuracy 0.94, 3.7272 msec to evaluate
step 30400, training accuracy 0.96, 3.49236 msec to evaluate
step 30500, training accuracy 0.94, 3.92842 msec to evaluate
step 30600, training accuracy 0.94, 4.2212 msec to evaluate
step 30700, training accuracy 0.98, 3.77154 msec to evaluate
step 30800, training accuracy 0.94, 3.56245 msec to evaluate
step 30900, training accuracy 0.98, 3.92556 msec to evaluate
test accuracy 0.9604
step 31000, training accuracy 0.94, 4.1225 msec to evaluate
step 31100, training accuracy 0.94, 3.96395 msec to evaluate
step 31200, training accuracy 0.94, 4.09484 msec to evaluate
step 31300, training accuracy 0.98, 4.67539 msec to evaluate
step 31400, training accuracy 0.96, 4.06694 msec to evaluate
step 31500, training accuracy 0.96, 4.19497 msec to evaluate
step 31600, training accuracy 0.96, 3.42441 msec to evaluate
step 31700, training accuracy 0.98, 3.84092 msec to evaluate
step 31800, training accuracy 0.98, 4.43792 msec to evaluate
step 31900, training accuracy 0.98, 4.32944 msec to evaluate
test accuracy 0.9581
step 32000, training accuracy 0.92, 2.45309 msec to evaluate
step 32100, training accuracy 1, 4.21 msec to evaluate
step 32200, training accuracy 0.98, 3.64423 msec to evaluate
step 32300, training accuracy 0.98, 3.90291 msec to evaluate
step 32400, training accuracy 1, 4.18162 msec to evaluate
step 32500, training accuracy 0.94, 4.54807 msec to evaluate
step 32600, training accuracy 0.96, 3.81374 msec to evaluate
step 32700, training accuracy 0.98, 4.02451 msec to evaluate
step 32800, training accuracy 1, 4.35305 msec to evaluate
step 32900, training accuracy 0.92, 4.30632 msec to evaluate
test accuracy 0.9634
step 33000, training accuracy 1, 4.49395 msec to evaluate
step 33100, training accuracy 0.98, 4.12655 msec to evaluate
step 33200, training accuracy 0.96, 5.02276 msec to evaluate
step 33300, training accuracy 0.96, 3.78585 msec to evaluate
step 33400, training accuracy 0.92, 3.78084 msec to evaluate
step 33500, training accuracy 0.96, 4.62532 msec to evaluate
step 33600, training accuracy 1, 4.17399 msec to evaluate
step 33700, training accuracy 0.92, 4.07863 msec to evaluate
step 33800, training accuracy 1, 4.23789 msec to evaluate
step 33900, training accuracy 0.98, 5.16248 msec to evaluate
test accuracy 0.9652
step 34000, training accuracy 1, 4.10771 msec to evaluate
step 34100, training accuracy 0.98, 4.44913 msec to evaluate
step 34200, training accuracy 0.92, 3.89576 msec to evaluate
step 34300, training accuracy 1, 4.09031 msec to evaluate
step 34400, training accuracy 0.96, 4.00853 msec to evaluate
step 34500, training accuracy 0.92, 3.84259 msec to evaluate
step 34600, training accuracy 0.96, 4.04 msec to evaluate
step 34700, training accuracy 0.98, 4.10318 msec to evaluate
step 34800, training accuracy 0.96, 3.58415 msec to evaluate
step 34900, training accuracy 0.96, 4.1852 msec to evaluate
test accuracy 0.9598
step 35000, training accuracy 0.98, 5.12552 msec to evaluate
step 35100, training accuracy 0.94, 3.80874 msec to evaluate
step 35200, training accuracy 0.98, 3.65186 msec to evaluate
step 35300, training accuracy 0.96, 3.76296 msec to evaluate
step 35400, training accuracy 1, 3.62229 msec to evaluate
step 35500, training accuracy 0.96, 4.79102 msec to evaluate
step 35600, training accuracy 0.98, 4.32611 msec to evaluate
step 35700, training accuracy 0.9, 3.61872 msec to evaluate
step 35800, training accuracy 0.98, 3.93844 msec to evaluate
step 35900, training accuracy 1, 3.92652 msec to evaluate
test accuracy 0.9593
step 36000, training accuracy 0.94, 3.46255 msec to evaluate
step 36100, training accuracy 0.98, 4.80747 msec to evaluate
step 36200, training accuracy 0.96, 3.80278 msec to evaluate
step 36300, training accuracy 0.94, 3.95441 msec to evaluate
step 36400, training accuracy 0.96, 3.54576 msec to evaluate
step 36500, training accuracy 1, 4.01402 msec to evaluate
step 36600, training accuracy 0.94, 3.80778 msec to evaluate
step 36700, training accuracy 0.96, 4.91524 msec to evaluate
step 36800, training accuracy 0.96, 3.93939 msec to evaluate
step 36900, training accuracy 0.96, 4.98319 msec to evaluate
test accuracy 0.9575
step 37000, training accuracy 0.94, 3.92389 msec to evaluate
step 37100, training accuracy 0.98, 3.80397 msec to evaluate
step 37200, training accuracy 1, 4.00829 msec to evaluate
step 37300, training accuracy 0.96, 3.9227 msec to evaluate
step 37400, training accuracy 1, 3.5007 msec to evaluate
step 37500, training accuracy 0.96, 3.90029 msec to evaluate
step 37600, training accuracy 0.92, 3.71289 msec to evaluate
step 37700, training accuracy 0.98, 4.24004 msec to evaluate
step 37800, training accuracy 0.96, 4.46916 msec to evaluate
step 37900, training accuracy 0.94, 4.2274 msec to evaluate
test accuracy 0.9609
step 38000, training accuracy 0.92, 3.94845 msec to evaluate
step 38100, training accuracy 0.92, 4.31275 msec to evaluate
step 38200, training accuracy 0.98, 3.98374 msec to evaluate
step 38300, training accuracy 0.96, 4.0741 msec to evaluate
step 38400, training accuracy 0.98, 4.39858 msec to evaluate
step 38500, training accuracy 0.98, 3.54886 msec to evaluate
step 38600, training accuracy 0.92, 4.59719 msec to evaluate
