NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.08, 35.5844 msec to evaluate
step 17700, training accuracy 0.96, 3.86214 msec to evaluate
step 17800, training accuracy 0.94, 3.60942 msec to evaluate
step 17900, training accuracy 0.96, 3.94535 msec to evaluate
test accuracy 0.9484
step 18000, training accuracy 0.96, 4.39024 msec to evaluate
step 18100, training accuracy 0.94, 3.60966 msec to evaluate
step 18200, training accuracy 0.94, 4.44984 msec to evaluate
step 18300, training accuracy 1, 4.01425 msec to evaluate
step 18400, training accuracy 0.98, 4.20856 msec to evaluate
step 18500, training accuracy 0.98, 3.9804 msec to evaluate
step 18600, training accuracy 0.94, 3.87669 msec to evaluate
step 18700, training accuracy 0.96, 3.27468 msec to evaluate
step 18800, training accuracy 0.96, 4.92096 msec to evaluate
step 18900, training accuracy 0.92, 4.06146 msec to evaluate
test accuracy 0.9361
step 19000, training accuracy 0.98, 3.59535 msec to evaluate
step 19100, training accuracy 0.92, 3.67403 msec to evaluate
step 19200, training accuracy 0.96, 3.98827 msec to evaluate
step 19300, training accuracy 0.98, 4.35925 msec to evaluate
step 19400, training accuracy 0.92, 3.68595 msec to evaluate
step 19500, training accuracy 0.94, 4.38285 msec to evaluate
step 19600, training accuracy 0.96, 3.88288 msec to evaluate
step 19700, training accuracy 0.96, 4.03261 msec to evaluate
step 19800, training accuracy 0.9, 3.38006 msec to evaluate
step 19900, training accuracy 1, 4.4837 msec to evaluate
test accuracy 0.9511
step 20000, training accuracy 0.92, 3.55959 msec to evaluate
step 20100, training accuracy 0.92, 4.91238 msec to evaluate
step 20200, training accuracy 0.98, 4.86255 msec to evaluate
step 20300, training accuracy 0.94, 4.16231 msec to evaluate
step 20400, training accuracy 0.9, 3.97015 msec to evaluate
step 20500, training accuracy 0.92, 3.98016 msec to evaluate
step 20600, training accuracy 0.98, 3.64161 msec to evaluate
step 20700, training accuracy 0.94, 4.21548 msec to evaluate
step 20800, training accuracy 1, 3.88646 msec to evaluate
step 20900, training accuracy 0.96, 4.07052 msec to evaluate
test accuracy 0.947
step 21000, training accuracy 0.96, 3.09157 msec to evaluate
step 21100, training accuracy 0.94, 4.02951 msec to evaluate
step 21200, training accuracy 0.9, 4.09102 msec to evaluate
step 21300, training accuracy 0.94, 3.66354 msec to evaluate
step 21400, training accuracy 0.92, 4.92358 msec to evaluate
step 21500, training accuracy 0.96, 3.41582 msec to evaluate
step 21600, training accuracy 0.96, 3.8569 msec to evaluate
step 21700, training accuracy 0.94, 4.11081 msec to evaluate
step 21800, training accuracy 0.92, 3.70193 msec to evaluate
step 21900, training accuracy 0.92, 3.9506 msec to evaluate
test accuracy 0.9401
step 22000, training accuracy 0.96, 4.14085 msec to evaluate
step 22100, training accuracy 0.94, 3.81327 msec to evaluate
step 22200, training accuracy 0.92, 4.15158 msec to evaluate
step 22300, training accuracy 1, 4.17614 msec to evaluate
step 22400, training accuracy 0.96, 4.30012 msec to evaluate
step 22500, training accuracy 0.92, 3.87096 msec to evaluate
step 22600, training accuracy 0.96, 4.59671 msec to evaluate
step 22700, training accuracy 0.9, 4.39644 msec to evaluate
step 22800, training accuracy 0.96, 3.74389 msec to evaluate
step 22900, training accuracy 0.98, 4.20833 msec to evaluate
test accuracy 0.9541
step 23000, training accuracy 0.96, 3.55768 msec to evaluate
step 23100, training accuracy 0.94, 3.96371 msec to evaluate
step 23200, training accuracy 0.92, 4.04406 msec to evaluate
step 23300, training accuracy 0.92, 4.1151 msec to evaluate
step 23400, training accuracy 0.94, 4.42958 msec to evaluate
step 23500, training accuracy 1, 4.28081 msec to evaluate
step 23600, training accuracy 1, 3.85594 msec to evaluate
step 23700, training accuracy 0.96, 3.67308 msec to evaluate
step 23800, training accuracy 0.94, 4.29821 msec to evaluate
step 23900, training accuracy 0.92, 3.88002 msec to evaluate
test accuracy 0.9547
step 24000, training accuracy 0.92, 4.39811 msec to evaluate
step 24100, training accuracy 0.96, 3.8023 msec to evaluate
step 24200, training accuracy 1, 3.59797 msec to evaluate
step 24300, training accuracy 0.92, 3.93319 msec to evaluate
step 24400, training accuracy 0.94, 4.47416 msec to evaluate
step 24500, training accuracy 0.94, 4.2057 msec to evaluate
step 24600, training accuracy 0.94, 4.11773 msec to evaluate
step 24700, training accuracy 1, 4.02999 msec to evaluate
step 24800, training accuracy 0.96, 4.1697 msec to evaluate
step 24900, training accuracy 1, 3.59941 msec to evaluate
test accuracy 0.9614
step 25000, training accuracy 1, 4.69923 msec to evaluate
step 25100, training accuracy 0.94, 3.48997 msec to evaluate
step 25200, training accuracy 0.98, 4.86541 msec to evaluate
step 25300, training accuracy 0.98, 3.35407 msec to evaluate
step 25400, training accuracy 1, 4.14467 msec to evaluate
step 25500, training accuracy 1, 4.20809 msec to evaluate
step 25600, training accuracy 1, 4.30179 msec to evaluate
step 25700, training accuracy 0.98, 3.79753 msec to evaluate
step 25800, training accuracy 0.96, 4.02093 msec to evaluate
step 25900, training accuracy 0.98, 4.06575 msec to evaluate
test accuracy 0.9514
step 26000, training accuracy 0.96, 4.02689 msec to evaluate
step 26100, training accuracy 0.92, 3.61896 msec to evaluate
step 26200, training accuracy 0.92, 3.70836 msec to evaluate
step 26300, training accuracy 0.9, 4.41241 msec to evaluate
step 26400, training accuracy 0.96, 4.21929 msec to evaluate
step 26500, training accuracy 0.98, 3.7756 msec to evaluate
step 26600, training accuracy 0.98, 4.26221 msec to evaluate
step 26700, training accuracy 0.98, 3.64733 msec to evaluate
step 26800, training accuracy 0.94, 4.06575 msec to evaluate
step 26900, training accuracy 0.92, 4.49896 msec to evaluate
test accuracy 0.9609
step 27000, training accuracy 0.92, 4.05741 msec to evaluate
step 27100, training accuracy 0.94, 4.66728 msec to evaluate
step 27200, training accuracy 1, 4.54235 msec to evaluate
step 27300, training accuracy 0.94, 3.83687 msec to evaluate
step 27400, training accuracy 0.94, 3.92079 msec to evaluate
step 27500, training accuracy 1, 3.29471 msec to evaluate
step 27600, training accuracy 0.98, 3.55911 msec to evaluate
step 27700, training accuracy 0.94, 4.0772 msec to evaluate
step 27800, training accuracy 0.94, 4.31228 msec to evaluate
step 27900, training accuracy 0.96, 3.56722 msec to evaluate
test accuracy 0.9554
step 28000, training accuracy 1, 4.4806 msec to evaluate
step 28100, training accuracy 1, 4.38833 msec to evaluate
step 28200, training accuracy 0.94, 4.63176 msec to evaluate
step 28300, training accuracy 1, 4.38523 msec to evaluate
step 28400, training accuracy 0.98, 4.19426 msec to evaluate
step 28500, training accuracy 0.98, 4.27103 msec to evaluate
step 28600, training accuracy 0.98, 3.50118 msec to evaluate
step 28700, training accuracy 0.94, 3.92747 msec to evaluate
step 28800, training accuracy 1, 4.05097 msec to evaluate
step 28900, training accuracy 0.98, 4.4117 msec to evaluate
test accuracy 0.9531
step 29000, training accuracy 1, 3.335 msec to evaluate
step 29100, training accuracy 0.96, 4.28081 msec to evaluate
step 29200, training accuracy 0.96, 4.18806 msec to evaluate
step 29300, training accuracy 0.86, 3.76415 msec to evaluate
step 29400, training accuracy 0.98, 4.02021 msec to evaluate
step 29500, training accuracy 1, 3.82233 msec to evaluate
step 29600, training accuracy 0.96, 4.14181 msec to evaluate
step 29700, training accuracy 1, 3.99613 msec to evaluate
step 29800, training accuracy 1, 4.12822 msec to evaluate
step 29900, training accuracy 1, 3.77488 msec to evaluate
test accuracy 0.9624
step 30000, training accuracy 0.96, 4.46939 msec to evaluate
step 30100, training accuracy 1, 4.0586 msec to evaluate
step 30200, training accuracy 0.98, 3.37219 msec to evaluate
step 30300, training accuracy 0.98, 4.43077 msec to evaluate
step 30400, training accuracy 0.94, 3.65925 msec to evaluate
step 30500, training accuracy 1, 4.6196 msec to evaluate
step 30600, training accuracy 0.94, 3.41845 msec to evaluate
step 30700, training accuracy 0.9, 3.84641 msec to evaluate
step 30800, training accuracy 0.96, 3.4523 msec to evaluate
step 30900, training accuracy 0.96, 4.83704 msec to evaluate
test accuracy 0.9564
step 31000, training accuracy 0.94, 2.85459 msec to evaluate
step 31100, training accuracy 0.96, 4.33803 msec to evaluate
step 31200, training accuracy 0.96, 3.8774 msec to evaluate
step 31300, training accuracy 1, 4.07457 msec to evaluate
step 31400, training accuracy 0.98, 4.15492 msec to evaluate
step 31500, training accuracy 0.94, 4.44937 msec to evaluate
step 31600, training accuracy 1, 3.9432 msec to evaluate
step 31700, training accuracy 0.98, 5.45335 msec to evaluate
step 31800, training accuracy 0.96, 4.1883 msec to evaluate
step 31900, training accuracy 0.92, 3.49283 msec to evaluate
test accuracy 0.9576
step 32000, training accuracy 1, 3.66616 msec to evaluate
step 32100, training accuracy 0.94, 3.90625 msec to evaluate
step 32200, training accuracy 1, 3.94487 msec to evaluate
step 32300, training accuracy 1, 4.02689 msec to evaluate
step 32400, training accuracy 0.98, 3.94559 msec to evaluate
step 32500, training accuracy 1, 4.33874 msec to evaluate
step 32600, training accuracy 0.94, 4.55832 msec to evaluate
step 32700, training accuracy 0.9, 3.84235 msec to evaluate
step 32800, training accuracy 0.94, 4.26245 msec to evaluate
step 32900, training accuracy 0.98, 4.74143 msec to evaluate
test accuracy 0.9597
step 33000, training accuracy 0.94, 4.32539 msec to evaluate
step 33100, training accuracy 0.98, 4.63772 msec to evaluate
step 33200, training accuracy 0.98, 4.29726 msec to evaluate
step 33300, training accuracy 0.92, 3.93867 msec to evaluate
step 33400, training accuracy 0.98, 6.07753 msec to evaluate
step 33500, training accuracy 0.98, 4.9758 msec to evaluate
step 33600, training accuracy 1, 3.98302 msec to evaluate
step 33700, training accuracy 0.98, 3.8631 msec to evaluate
step 33800, training accuracy 0.96, 3.93844 msec to evaluate
step 33900, training accuracy 0.96, 4.16064 msec to evaluate
test accuracy 0.959
step 34000, training accuracy 0.92, 3.51286 msec to evaluate
step 34100, training accuracy 0.98, 3.11828 msec to evaluate
step 34200, training accuracy 0.94, 4.251 msec to evaluate
step 34300, training accuracy 0.98, 4.2057 msec to evaluate
step 34400, training accuracy 0.96, 3.73292 msec to evaluate
step 34500, training accuracy 1, 3.79515 msec to evaluate
step 34600, training accuracy 0.98, 3.99375 msec to evaluate
step 34700, training accuracy 0.94, 3.81303 msec to evaluate
step 34800, training accuracy 0.96, 4.11153 msec to evaluate
step 34900, training accuracy 0.88, 3.72362 msec to evaluate
test accuracy 0.9619
step 35000, training accuracy 0.98, 3.2475 msec to evaluate
step 35100, training accuracy 0.94, 4.46057 msec to evaluate
step 35200, training accuracy 0.98, 5.00822 msec to evaluate
step 35300, training accuracy 0.98, 3.80945 msec to evaluate
step 35400, training accuracy 0.94, 3.83973 msec to evaluate
step 35500, training accuracy 1, 4.24242 msec to evaluate
step 35600, training accuracy 0.94, 4.46868 msec to evaluate
step 35700, training accuracy 0.92, 3.98922 msec to evaluate
step 35800, training accuracy 0.96, 4.44174 msec to evaluate
step 35900, training accuracy 0.94, 4.00996 msec to evaluate
test accuracy 0.9605
step 36000, training accuracy 0.96, 4.5197 msec to evaluate
step 36100, training accuracy 0.98, 3.94535 msec to evaluate
step 36200, training accuracy 0.98, 3.80468 msec to evaluate
step 36300, training accuracy 0.96, 3.77083 msec to evaluate
step 36400, training accuracy 0.96, 4.19164 msec to evaluate
step 36500, training accuracy 0.98, 3.80206 msec to evaluate
step 36600, training accuracy 0.98, 5.00941 msec to evaluate
step 36700, training accuracy 0.94, 4.13179 msec to evaluate
step 36800, training accuracy 0.94, 4.17066 msec to evaluate
step 36900, training accuracy 0.98, 3.57604 msec to evaluate
test accuracy 0.957
step 37000, training accuracy 0.96, 4.26173 msec to evaluate
step 37100, training accuracy 0.92, 4.51231 msec to evaluate
step 37200, training accuracy 0.96, 4.14515 msec to evaluate
step 37300, training accuracy 0.98, 4.19593 msec to evaluate
step 37400, training accuracy 1, 4.35376 msec to evaluate
step 37500, training accuracy 0.96, 3.97086 msec to evaluate
step 37600, training accuracy 1, 4.04382 msec to evaluate
step 37700, training accuracy 0.98, 4.42982 msec to evaluate
step 37800, training accuracy 0.98, 4.31943 msec to evaluate
step 37900, training accuracy 0.96, 4.60482 msec to evaluate
test accuracy 0.9593
step 38000, training accuracy 0.98, 3.63493 msec to evaluate
step 38100, training accuracy 0.9, 6.70552 msec to evaluate
step 38200, training accuracy 0.96, 3.86071 msec to evaluate
step 38300, training accuracy 0.98, 4.13942 msec to evaluate
step 38400, training accuracy 1, 3.76654 msec to evaluate
step 38500, training accuracy 0.98, 4.00949 msec to evaluate
step 38600, training accuracy 0.98, 4.13036 msec to evaluate
step 38700, training accuracy 0.98, 4.82202 msec to evaluate
