NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.06, 36.5419 msec to evaluate
step 4200, training accuracy 0.88, 3.62682 msec to evaluate
step 4300, training accuracy 0.8, 4.35257 msec to evaluate
step 4400, training accuracy 0.92, 5.68271 msec to evaluate
step 4500, training accuracy 0.84, 4.0915 msec to evaluate
step 4600, training accuracy 0.86, 4.14348 msec to evaluate
step 4700, training accuracy 0.78, 3.97563 msec to evaluate
step 4800, training accuracy 0.78, 4.36091 msec to evaluate
step 4900, training accuracy 0.92, 4.41456 msec to evaluate
test accuracy 0.8968
step 5000, training accuracy 0.86, 3.91388 msec to evaluate
step 5100, training accuracy 0.86, 4.29296 msec to evaluate
step 5200, training accuracy 0.8, 3.68071 msec to evaluate
step 5300, training accuracy 0.94, 3.65472 msec to evaluate
step 5400, training accuracy 0.88, 4.34041 msec to evaluate
step 5500, training accuracy 0.92, 4.23622 msec to evaluate
step 5600, training accuracy 0.88, 4.86493 msec to evaluate
step 5700, training accuracy 0.84, 4.60219 msec to evaluate
step 5800, training accuracy 0.8, 4.86588 msec to evaluate
step 5900, training accuracy 0.88, 3.54409 msec to evaluate
test accuracy 0.9048
step 6000, training accuracy 0.82, 3.70288 msec to evaluate
step 6100, training accuracy 0.94, 4.44674 msec to evaluate
step 6200, training accuracy 0.86, 4.62675 msec to evaluate
step 6300, training accuracy 0.9, 4.18139 msec to evaluate
step 6400, training accuracy 0.92, 3.93438 msec to evaluate
step 6500, training accuracy 0.88, 4.1306 msec to evaluate
step 6600, training accuracy 0.92, 5.10883 msec to evaluate
step 6700, training accuracy 0.92, 4.32515 msec to evaluate
step 6800, training accuracy 0.96, 4.24194 msec to evaluate
step 6900, training accuracy 0.94, 4.08006 msec to evaluate
test accuracy 0.9152
step 7000, training accuracy 0.94, 4.21548 msec to evaluate
step 7100, training accuracy 0.86, 3.99542 msec to evaluate
step 7200, training accuracy 0.9, 3.99494 msec to evaluate
step 7300, training accuracy 0.88, 4.29034 msec to evaluate
step 7400, training accuracy 0.98, 4.2882 msec to evaluate
step 7500, training accuracy 0.88, 4.11153 msec to evaluate
step 7600, training accuracy 0.94, 3.95107 msec to evaluate
step 7700, training accuracy 0.74, 4.10342 msec to evaluate
step 7800, training accuracy 0.92, 4.15969 msec to evaluate
step 7900, training accuracy 0.98, 4.49061 msec to evaluate
test accuracy 0.9174
step 8000, training accuracy 0.88, 3.6087 msec to evaluate
step 8100, training accuracy 0.9, 3.74246 msec to evaluate
step 8200, training accuracy 0.88, 3.54862 msec to evaluate
step 8300, training accuracy 0.72, 3.79753 msec to evaluate
step 8400, training accuracy 0.88, 3.73864 msec to evaluate
step 8500, training accuracy 0.98, 4.10628 msec to evaluate
step 8600, training accuracy 0.92, 4.40955 msec to evaluate
step 8700, training accuracy 0.96, 4.27103 msec to evaluate
step 8800, training accuracy 0.9, 3.80087 msec to evaluate
step 8900, training accuracy 0.92, 4.40025 msec to evaluate
test accuracy 0.9299
step 9000, training accuracy 0.92, 3.90935 msec to evaluate
step 9100, training accuracy 0.84, 3.95465 msec to evaluate
step 9200, training accuracy 0.96, 4.33969 msec to evaluate
step 9300, training accuracy 0.94, 3.61753 msec to evaluate
step 9400, training accuracy 0.92, 3.60084 msec to evaluate
step 9500, training accuracy 0.9, 4.02522 msec to evaluate
step 9600, training accuracy 0.82, 4.37665 msec to evaluate
step 9700, training accuracy 0.94, 4.54569 msec to evaluate
step 9800, training accuracy 0.98, 4.89402 msec to evaluate
step 9900, training accuracy 0.82, 3.87073 msec to evaluate
test accuracy 0.9229
step 10000, training accuracy 0.9, 3.5131 msec to evaluate
step 10100, training accuracy 0.86, 4.24361 msec to evaluate
step 10200, training accuracy 0.88, 4.18067 msec to evaluate
step 10300, training accuracy 0.96, 4.36711 msec to evaluate
step 10400, training accuracy 0.94, 3.9928 msec to evaluate
step 10500, training accuracy 0.92, 4.29082 msec to evaluate
step 10600, training accuracy 0.9, 3.84068 msec to evaluate
step 10700, training accuracy 0.94, 3.79062 msec to evaluate
step 10800, training accuracy 0.82, 4.09889 msec to evaluate
step 10900, training accuracy 0.96, 4.42719 msec to evaluate
test accuracy 0.9284
step 11000, training accuracy 0.94, 3.90291 msec to evaluate
step 11100, training accuracy 0.94, 3.79038 msec to evaluate
step 11200, training accuracy 0.9, 4.12011 msec to evaluate
step 11300, training accuracy 0.94, 4.12154 msec to evaluate
step 11400, training accuracy 0.96, 4.00925 msec to evaluate
step 11500, training accuracy 0.9, 3.829 msec to evaluate
step 11600, training accuracy 0.9, 3.75485 msec to evaluate
step 11700, training accuracy 0.92, 3.96347 msec to evaluate
step 11800, training accuracy 0.9, 3.98612 msec to evaluate
step 11900, training accuracy 0.92, 3.78442 msec to evaluate
test accuracy 0.9426
step 12000, training accuracy 0.94, 4.56619 msec to evaluate
step 12100, training accuracy 0.94, 4.86422 msec to evaluate
step 12200, training accuracy 0.94, 4.11463 msec to evaluate
step 12300, training accuracy 0.92, 4.86445 msec to evaluate
step 12400, training accuracy 0.84, 3.88241 msec to evaluate
step 12500, training accuracy 0.9, 3.96585 msec to evaluate
step 12600, training accuracy 0.9, 4.28605 msec to evaluate
step 12700, training accuracy 0.92, 4.62055 msec to evaluate
step 12800, training accuracy 0.96, 3.3834 msec to evaluate
step 12900, training accuracy 0.9, 4.45032 msec to evaluate
test accuracy 0.9438
step 13000, training accuracy 0.88, 3.48639 msec to evaluate
step 13100, training accuracy 0.94, 4.80962 msec to evaluate
step 13200, training accuracy 0.94, 3.62325 msec to evaluate
step 13300, training accuracy 0.96, 3.72601 msec to evaluate
step 13400, training accuracy 0.9, 4.7276 msec to evaluate
step 13500, training accuracy 0.9, 4.10461 msec to evaluate
step 13600, training accuracy 0.9, 4.20547 msec to evaluate
step 13700, training accuracy 0.96, 3.90291 msec to evaluate
step 13800, training accuracy 0.96, 3.6118 msec to evaluate
step 13900, training accuracy 0.94, 4.45819 msec to evaluate
test accuracy 0.9377
step 14000, training accuracy 0.94, 3.34072 msec to evaluate
step 14100, training accuracy 0.88, 4.25053 msec to evaluate
step 14200, training accuracy 0.96, 4.13704 msec to evaluate
step 14300, training accuracy 0.96, 3.43013 msec to evaluate
step 14400, training accuracy 0.98, 4.18448 msec to evaluate
step 14500, training accuracy 0.94, 4.39382 msec to evaluate
step 14600, training accuracy 0.92, 4.46033 msec to evaluate
step 14700, training accuracy 0.94, 3.9897 msec to evaluate
step 14800, training accuracy 0.98, 4.20189 msec to evaluate
step 14900, training accuracy 0.98, 4.15802 msec to evaluate
test accuracy 0.9399
step 15000, training accuracy 1, 4.31514 msec to evaluate
step 15100, training accuracy 1, 4.28843 msec to evaluate
step 15200, training accuracy 0.98, 3.80015 msec to evaluate
step 15300, training accuracy 0.96, 4.14991 msec to evaluate
step 15400, training accuracy 0.98, 4.11153 msec to evaluate
step 15500, training accuracy 0.96, 4.20809 msec to evaluate
step 15600, training accuracy 0.94, 4.36711 msec to evaluate
step 15700, training accuracy 0.9, 4.28057 msec to evaluate
step 15800, training accuracy 0.96, 3.86238 msec to evaluate
step 15900, training accuracy 1, 4.34136 msec to evaluate
test accuracy 0.9473
step 16000, training accuracy 0.88, 4.95028 msec to evaluate
step 16100, training accuracy 0.92, 4.04882 msec to evaluate
step 16200, training accuracy 0.9, 4.06122 msec to evaluate
step 16300, training accuracy 0.96, 3.98779 msec to evaluate
step 16400, training accuracy 0.94, 4.08077 msec to evaluate
step 16500, training accuracy 0.98, 4.68898 msec to evaluate
step 16600, training accuracy 0.94, 3.89409 msec to evaluate
step 16700, training accuracy 0.96, 4.287 msec to evaluate
step 16800, training accuracy 0.96, 3.82447 msec to evaluate
step 16900, training accuracy 0.92, 4.34947 msec to evaluate
test accuracy 0.9466
step 17000, training accuracy 1, 4.28033 msec to evaluate
step 17100, training accuracy 1, 4.44484 msec to evaluate
step 17200, training accuracy 0.96, 3.99899 msec to evaluate
step 17300, training accuracy 0.98, 3.70026 msec to evaluate
step 17400, training accuracy 0.94, 3.92008 msec to evaluate
step 17500, training accuracy 0.94, 3.7117 msec to evaluate
step 17600, training accuracy 0.96, 3.75056 msec to evaluate
step 17700, training accuracy 0.94, 4.22311 msec to evaluate
step 17800, training accuracy 1, 4.68397 msec to evaluate
step 17900, training accuracy 0.96, 4.02546 msec to evaluate
test accuracy 0.9519
step 18000, training accuracy 0.92, 3.72243 msec to evaluate
step 18100, training accuracy 0.96, 3.97229 msec to evaluate
step 18200, training accuracy 0.98, 3.99494 msec to evaluate
step 18300, training accuracy 0.98, 4.14705 msec to evaluate
step 18400, training accuracy 0.98, 5.05972 msec to evaluate
step 18500, training accuracy 0.94, 4.19903 msec to evaluate
step 18600, training accuracy 0.96, 3.68476 msec to evaluate
step 18700, training accuracy 0.92, 4.5948 msec to evaluate
step 18800, training accuracy 0.88, 3.67618 msec to evaluate
step 18900, training accuracy 0.92, 3.74722 msec to evaluate
test accuracy 0.9477
step 19000, training accuracy 1, 3.52836 msec to evaluate
step 19100, training accuracy 1, 4.11057 msec to evaluate
step 19200, training accuracy 0.98, 4.246 msec to evaluate
step 19300, training accuracy 0.98, 3.94726 msec to evaluate
step 19400, training accuracy 0.98, 3.68857 msec to evaluate
step 19500, training accuracy 0.94, 4.18663 msec to evaluate
step 19600, training accuracy 0.92, 4.36211 msec to evaluate
step 19700, training accuracy 0.98, 3.86214 msec to evaluate
step 19800, training accuracy 1, 3.38554 msec to evaluate
step 19900, training accuracy 0.96, 3.95513 msec to evaluate
test accuracy 0.9472
step 20000, training accuracy 0.98, 3.73125 msec to evaluate
step 20100, training accuracy 0.92, 3.72052 msec to evaluate
step 20200, training accuracy 0.94, 4.53854 msec to evaluate
step 20300, training accuracy 0.92, 4.25053 msec to evaluate
step 20400, training accuracy 0.94, 4.02021 msec to evaluate
step 20500, training accuracy 0.92, 4.21834 msec to evaluate
step 20600, training accuracy 0.96, 4.26555 msec to evaluate
step 20700, training accuracy 0.96, 4.39215 msec to evaluate
step 20800, training accuracy 0.94, 4.32873 msec to evaluate
step 20900, training accuracy 1, 3.47066 msec to evaluate
test accuracy 0.9547
step 21000, training accuracy 0.92, 5.04661 msec to evaluate
step 21100, training accuracy 0.94, 3.97944 msec to evaluate
step 21200, training accuracy 0.92, 3.90244 msec to evaluate
step 21300, training accuracy 0.98, 3.52955 msec to evaluate
step 21400, training accuracy 0.96, 4.46463 msec to evaluate
step 21500, training accuracy 0.96, 4.2758 msec to evaluate
step 21600, training accuracy 0.98, 4.15444 msec to evaluate
step 21700, training accuracy 0.98, 4.15707 msec to evaluate
step 21800, training accuracy 1, 4.37093 msec to evaluate
step 21900, training accuracy 0.92, 4.25553 msec to evaluate
test accuracy 0.9494
step 22000, training accuracy 1, 3.42941 msec to evaluate
step 22100, training accuracy 1, 6.75535 msec to evaluate
step 22200, training accuracy 0.92, 4.25291 msec to evaluate
step 22300, training accuracy 0.96, 4.39095 msec to evaluate
step 22400, training accuracy 0.94, 3.97658 msec to evaluate
step 22500, training accuracy 1, 4.23956 msec to evaluate
step 22600, training accuracy 1, 3.91507 msec to evaluate
step 22700, training accuracy 0.98, 3.54886 msec to evaluate
step 22800, training accuracy 0.9, 4.01139 msec to evaluate
step 22900, training accuracy 0.94, 4.05693 msec to evaluate
test accuracy 0.9554
step 23000, training accuracy 1, 3.07989 msec to evaluate
step 23100, training accuracy 0.96, 3.50308 msec to evaluate
step 23200, training accuracy 0.94, 3.72219 msec to evaluate
step 23300, training accuracy 0.98, 4.1151 msec to evaluate
step 23400, training accuracy 0.96, 3.40319 msec to evaluate
step 23500, training accuracy 0.96, 3.8209 msec to evaluate
step 23600, training accuracy 0.9, 4.16708 msec to evaluate
step 23700, training accuracy 0.96, 4.20356 msec to evaluate
step 23800, training accuracy 0.94, 3.76177 msec to evaluate
step 23900, training accuracy 0.96, 4.15087 msec to evaluate
test accuracy 0.9502
step 24000, training accuracy 0.96, 3.48186 msec to evaluate
step 24100, training accuracy 0.88, 4.15826 msec to evaluate
step 24200, training accuracy 1, 5.69272 msec to evaluate
step 24300, training accuracy 0.94, 3.9525 msec to evaluate
step 24400, training accuracy 0.92, 4.19092 msec to evaluate
step 24500, training accuracy 0.98, 3.40986 msec to evaluate
step 24600, training accuracy 0.94, 4.08816 msec to evaluate
step 24700, training accuracy 1, 4.00591 msec to evaluate
step 24800, training accuracy 0.92, 4.07577 msec to evaluate
step 24900, training accuracy 0.96, 4.01402 msec to evaluate
test accuracy 0.9597
step 25000, training accuracy 1, 4.13275 msec to evaluate
step 25100, training accuracy 0.94, 4.10676 msec to evaluate
step 25200, training accuracy 0.96, 3.65496 msec to evaluate
step 25300, training accuracy 0.94, 3.34263 msec to evaluate
step 25400, training accuracy 0.94, 3.80301 msec to evaluate
step 25500, training accuracy 0.94, 3.23749 msec to evaluate
step 25600, training accuracy 0.88, 4.32777 msec to evaluate
step 25700, training accuracy 0.94, 4.02474 msec to evaluate
step 25800, training accuracy 0.94, 4.23503 msec to evaluate
step 25900, training accuracy 0.94, 3.90983 msec to evaluate
test accuracy 0.9588
step 26000, training accuracy 0.92, 3.81899 msec to evaluate
step 26100, training accuracy 0.94, 4.12321 msec to evaluate
step 26200, training accuracy 0.88, 4.12989 msec to evaluate
step 26300, training accuracy 1, 3.51119 msec to evaluate
step 26400, training accuracy 0.98, 3.87406 msec to evaluate
step 26500, training accuracy 0.98, 4.84061 msec to evaluate
step 26600, training accuracy 0.98, 4.08769 msec to evaluate
step 26700, training accuracy 0.86, 3.77631 msec to evaluate
step 26800, training accuracy 0.98, 4.13966 msec to evaluate
step 26900, training accuracy 1, 3.99637 msec to evaluate
test accuracy 0.9525
step 27000, training accuracy 0.98, 3.84212 msec to evaluate
step 27100, training accuracy 0.84, 4.09174 msec to evaluate
step 27200, training accuracy 1, 4.58288 msec to evaluate
step 27300, training accuracy 0.94, 3.7899 msec to evaluate
step 27400, training accuracy 0.94, 4.0741 msec to evaluate
step 27500, training accuracy 0.98, 4.0071 msec to evaluate
step 27600, training accuracy 1, 3.88265 msec to evaluate
step 27700, training accuracy 0.96, 4.03428 msec to evaluate
step 27800, training accuracy 0.96, 4.32539 msec to evaluate
step 27900, training accuracy 0.94, 4.3714 msec to evaluate
test accuracy 0.9541
step 28000, training accuracy 0.94, 3.29685 msec to evaluate
step 28100, training accuracy 0.96, 4.2932 msec to evaluate
step 28200, training accuracy 0.96, 3.73673 msec to evaluate
step 28300, training accuracy 1, 4.19331 msec to evaluate
step 28400, training accuracy 0.94, 3.71075 msec to evaluate
step 28500, training accuracy 0.96, 3.55887 msec to evaluate
step 28600, training accuracy 0.96, 3.94297 msec to evaluate
step 28700, training accuracy 0.92, 4.54473 msec to evaluate
step 28800, training accuracy 0.94, 4.17042 msec to evaluate
step 28900, training accuracy 0.98, 4.19712 msec to evaluate
test accuracy 0.9499
step 29000, training accuracy 0.96, 3.52979 msec to evaluate
step 29100, training accuracy 0.9, 4.49467 msec to evaluate
step 29200, training accuracy 0.92, 4.17209 msec to evaluate
step 29300, training accuracy 0.98, 4.25768 msec to evaluate
step 29400, training accuracy 0.96, 3.9413 msec to evaluate
step 29500, training accuracy 0.94, 3.72648 msec to evaluate
step 29600, training accuracy 0.96, 4.27389 msec to evaluate
step 29700, training accuracy 0.98, 4.34637 msec to evaluate
step 29800, training accuracy 0.96, 4.04286 msec to evaluate
step 29900, training accuracy 0.84, 4.82917 msec to evaluate
test accuracy 0.9538
step 30000, training accuracy 0.92, 2.90823 msec to evaluate
step 30100, training accuracy 0.92, 3.79276 msec to evaluate
step 30200, training accuracy 0.96, 3.85594 msec to evaluate
step 30300, training accuracy 0.9, 4.24433 msec to evaluate
step 30400, training accuracy 0.98, 3.55983 msec to evaluate
step 30500, training accuracy 0.98, 4.41504 msec to evaluate
step 30600, training accuracy 0.9, 4.17495 msec to evaluate
step 30700, training accuracy 0.98, 3.67117 msec to evaluate
step 30800, training accuracy 0.96, 3.91197 msec to evaluate
step 30900, training accuracy 0.9, 3.74985 msec to evaluate
test accuracy 0.9585
step 31000, training accuracy 0.98, 4.14228 msec to evaluate
step 31100, training accuracy 1, 3.90792 msec to evaluate
step 31200, training accuracy 0.96, 4.17161 msec to evaluate
step 31300, training accuracy 0.98, 3.91889 msec to evaluate
step 31400, training accuracy 0.98, 3.94034 msec to evaluate
step 31500, training accuracy 1, 3.98517 msec to evaluate
step 31600, training accuracy 0.96, 3.77536 msec to evaluate
step 31700, training accuracy 0.98, 3.96991 msec to evaluate
step 31800, training accuracy 0.94, 4.10438 msec to evaluate
step 31900, training accuracy 1, 3.64661 msec to evaluate
test accuracy 0.9594
step 32000, training accuracy 1, 4.39954 msec to evaluate
step 32100, training accuracy 1, 4.14085 msec to evaluate
step 32200, training accuracy 1, 3.78251 msec to evaluate
step 32300, training accuracy 0.98, 3.6602 msec to evaluate
step 32400, training accuracy 0.96, 3.76439 msec to evaluate
step 32500, training accuracy 0.98, 3.87049 msec to evaluate
step 32600, training accuracy 0.92, 3.3958 msec to evaluate
step 32700, training accuracy 0.94, 3.54457 msec to evaluate
step 32800, training accuracy 0.96, 4.25577 msec to evaluate
step 32900, training accuracy 1, 4.21309 msec to evaluate
test accuracy 0.961
step 33000, training accuracy 0.92, 3.27468 msec to evaluate
step 33100, training accuracy 0.96, 4.03666 msec to evaluate
step 33200, training accuracy 0.94, 4.2448 msec to evaluate
step 33300, training accuracy 1, 4.29988 msec to evaluate
step 33400, training accuracy 0.96, 3.95775 msec to evaluate
step 33500, training accuracy 0.96, 3.98684 msec to evaluate
step 33600, training accuracy 1, 3.72553 msec to evaluate
step 33700, training accuracy 0.98, 3.92032 msec to evaluate
step 33800, training accuracy 0.98, 4.16136 msec to evaluate
step 33900, training accuracy 0.98, 4.33135 msec to evaluate
test accuracy 0.956
step 34000, training accuracy 1, 3.74746 msec to evaluate
step 34100, training accuracy 0.96, 3.49832 msec to evaluate
step 34200, training accuracy 0.92, 4.00352 msec to evaluate
step 34300, training accuracy 1, 3.76272 msec to evaluate
step 34400, training accuracy 0.96, 4.49944 msec to evaluate
step 34500, training accuracy 0.98, 4.13227 msec to evaluate
step 34600, training accuracy 1, 4.29082 msec to evaluate
step 34700, training accuracy 1, 4.17161 msec to evaluate
step 34800, training accuracy 1, 4.13251 msec to evaluate
step 34900, training accuracy 0.98, 3.98803 msec to evaluate
test accuracy 0.9571
step 35000, training accuracy 1, 4.81772 msec to evaluate
step 35100, training accuracy 0.94, 4.1461 msec to evaluate
step 35200, training accuracy 0.94, 3.76797 msec to evaluate
step 35300, training accuracy 0.96, 4.10724 msec to evaluate
step 35400, training accuracy 1, 4.11844 msec to evaluate
step 35500, training accuracy 0.94, 4.26459 msec to evaluate
step 35600, training accuracy 0.98, 3.67665 msec to evaluate
step 35700, training accuracy 1, 3.90434 msec to evaluate
step 35800, training accuracy 0.94, 4.19211 msec to evaluate
step 35900, training accuracy 1, 4.23193 msec to evaluate
test accuracy 0.961
step 36000, training accuracy 0.96, 3.21174 msec to evaluate
step 36100, training accuracy 1, 4.27628 msec to evaluate
step 36200, training accuracy 0.98, 3.63564 msec to evaluate
step 36300, training accuracy 0.92, 3.91388 msec to evaluate
step 36400, training accuracy 1, 3.84736 msec to evaluate
step 36500, training accuracy 1, 3.6788 msec to evaluate
step 36600, training accuracy 0.96, 4.37188 msec to evaluate
step 36700, training accuracy 0.96, 3.79848 msec to evaluate
step 36800, training accuracy 1, 3.74889 msec to evaluate
step 36900, training accuracy 0.96, 3.95966 msec to evaluate
test accuracy 0.9528
step 37000, training accuracy 0.98, 3.83735 msec to evaluate
step 37100, training accuracy 0.94, 4.44746 msec to evaluate
step 37200, training accuracy 0.98, 4.38929 msec to evaluate
step 37300, training accuracy 0.94, 3.98445 msec to evaluate
step 37400, training accuracy 0.98, 3.68357 msec to evaluate
step 37500, training accuracy 0.98, 3.68094 msec to evaluate
step 37600, training accuracy 0.96, 4.4291 msec to evaluate
step 37700, training accuracy 1, 4.06885 msec to evaluate
step 37800, training accuracy 0.96, 4.04692 msec to evaluate
step 37900, training accuracy 0.92, 3.84688 msec to evaluate
test accuracy 0.9616
step 38000, training accuracy 0.98, 4.23169 msec to evaluate
step 38100, training accuracy 1, 4.13036 msec to evaluate
step 38200, training accuracy 0.94, 4.02546 msec to evaluate
step 38300, training accuracy 0.96, 4.18997 msec to evaluate
step 38400, training accuracy 1, 4.24838 msec to evaluate
step 38500, training accuracy 0.94, 4.01783 msec to evaluate
step 38600, training accuracy 0.98, 3.84569 msec to evaluate
step 38700, training accuracy 0.98, 4.53305 msec to evaluate
