NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 46.9613 msec to evaluate
step 4200, training accuracy 0.88, 3.90196 msec to evaluate
step 4300, training accuracy 0.86, 3.65543 msec to evaluate
step 4400, training accuracy 0.86, 3.34644 msec to evaluate
step 4500, training accuracy 0.86, 4.66084 msec to evaluate
step 4600, training accuracy 0.9, 3.79658 msec to evaluate
step 4700, training accuracy 0.84, 3.92509 msec to evaluate
step 4800, training accuracy 0.88, 3.75438 msec to evaluate
step 4900, training accuracy 0.82, 4.01044 msec to evaluate
test accuracy 0.8948
step 5000, training accuracy 0.8, 3.71218 msec to evaluate
step 5100, training accuracy 0.94, 3.75462 msec to evaluate
step 5200, training accuracy 0.86, 3.7756 msec to evaluate
step 5300, training accuracy 0.88, 4.17233 msec to evaluate
step 5400, training accuracy 0.9, 3.62301 msec to evaluate
step 5500, training accuracy 0.9, 4.28319 msec to evaluate
step 5600, training accuracy 0.94, 4.78864 msec to evaluate
step 5700, training accuracy 0.82, 3.86214 msec to evaluate
step 5800, training accuracy 0.94, 6.08969 msec to evaluate
step 5900, training accuracy 0.82, 3.67165 msec to evaluate
test accuracy 0.8996
step 6000, training accuracy 0.92, 3.56364 msec to evaluate
step 6100, training accuracy 0.88, 3.93581 msec to evaluate
step 6200, training accuracy 0.88, 4.2212 msec to evaluate
step 6300, training accuracy 0.96, 4.08125 msec to evaluate
step 6400, training accuracy 0.84, 3.52836 msec to evaluate
step 6500, training accuracy 0.88, 4.46939 msec to evaluate
step 6600, training accuracy 0.86, 3.25727 msec to evaluate
step 6700, training accuracy 0.82, 4.10223 msec to evaluate
step 6800, training accuracy 0.92, 4.67968 msec to evaluate
step 6900, training accuracy 0.82, 3.74413 msec to evaluate
test accuracy 0.9121
step 7000, training accuracy 0.96, 3.67427 msec to evaluate
step 7100, training accuracy 0.84, 4.1697 msec to evaluate
step 7200, training accuracy 0.9, 4.13489 msec to evaluate
step 7300, training accuracy 0.88, 4.40717 msec to evaluate
step 7400, training accuracy 0.9, 4.30679 msec to evaluate
step 7500, training accuracy 0.84, 3.78418 msec to evaluate
step 7600, training accuracy 0.88, 3.72744 msec to evaluate
step 7700, training accuracy 0.94, 4.69804 msec to evaluate
step 7800, training accuracy 0.92, 4.18234 msec to evaluate
step 7900, training accuracy 0.92, 4.10271 msec to evaluate
test accuracy 0.9125
step 8000, training accuracy 0.94, 3.93653 msec to evaluate
step 8100, training accuracy 0.92, 3.95393 msec to evaluate
step 8200, training accuracy 0.86, 3.92294 msec to evaluate
step 8300, training accuracy 0.94, 4.08697 msec to evaluate
step 8400, training accuracy 0.94, 4.24242 msec to evaluate
step 8500, training accuracy 0.88, 4.90189 msec to evaluate
step 8600, training accuracy 0.94, 3.40009 msec to evaluate
step 8700, training accuracy 0.96, 4.43029 msec to evaluate
step 8800, training accuracy 0.96, 3.50022 msec to evaluate
step 8900, training accuracy 0.96, 4.03833 msec to evaluate
test accuracy 0.9238
step 9000, training accuracy 0.98, 2.74134 msec to evaluate
step 9100, training accuracy 0.96, 4.43268 msec to evaluate
step 9200, training accuracy 0.94, 3.64804 msec to evaluate
step 9300, training accuracy 0.92, 4.20642 msec to evaluate
step 9400, training accuracy 0.9, 4.27318 msec to evaluate
step 9500, training accuracy 0.92, 3.53241 msec to evaluate
step 9600, training accuracy 0.94, 4.4167 msec to evaluate
step 9700, training accuracy 0.9, 3.92652 msec to evaluate
step 9800, training accuracy 0.92, 4.82869 msec to evaluate
step 9900, training accuracy 0.92, 3.45039 msec to evaluate
test accuracy 0.9279
step 10000, training accuracy 0.96, 4.27938 msec to evaluate
step 10100, training accuracy 0.94, 4.08149 msec to evaluate
step 10200, training accuracy 0.92, 4.53424 msec to evaluate
step 10300, training accuracy 0.96, 3.57962 msec to evaluate
step 10400, training accuracy 0.9, 3.8662 msec to evaluate
step 10500, training accuracy 0.92, 5.26953 msec to evaluate
step 10600, training accuracy 0.84, 3.73197 msec to evaluate
step 10700, training accuracy 0.94, 4.48108 msec to evaluate
step 10800, training accuracy 0.98, 4.02284 msec to evaluate
step 10900, training accuracy 0.94, 3.59678 msec to evaluate
test accuracy 0.9329
step 11000, training accuracy 0.92, 3.89266 msec to evaluate
step 11100, training accuracy 0.94, 4.2336 msec to evaluate
step 11200, training accuracy 0.9, 3.91006 msec to evaluate
step 11300, training accuracy 0.94, 4.30679 msec to evaluate
step 11400, training accuracy 0.94, 3.76582 msec to evaluate
step 11500, training accuracy 0.9, 4.39548 msec to evaluate
step 11600, training accuracy 0.96, 4.7605 msec to evaluate
step 11700, training accuracy 0.94, 4.57215 msec to evaluate
step 11800, training accuracy 0.92, 4.1697 msec to evaluate
step 11900, training accuracy 1, 3.77107 msec to evaluate
test accuracy 0.9434
step 12000, training accuracy 0.96, 3.98302 msec to evaluate
step 12100, training accuracy 0.96, 3.66688 msec to evaluate
step 12200, training accuracy 0.94, 4.13108 msec to evaluate
step 12300, training accuracy 0.96, 3.68214 msec to evaluate
step 12400, training accuracy 0.98, 4.31848 msec to evaluate
step 12500, training accuracy 0.92, 3.67498 msec to evaluate
step 12600, training accuracy 0.96, 4.10843 msec to evaluate
step 12700, training accuracy 0.96, 5.17201 msec to evaluate
step 12800, training accuracy 0.92, 4.13871 msec to evaluate
step 12900, training accuracy 0.94, 3.96276 msec to evaluate
test accuracy 0.9315
step 13000, training accuracy 0.96, 4.3478 msec to evaluate
step 13100, training accuracy 0.92, 3.43752 msec to evaluate
step 13200, training accuracy 0.98, 4.78244 msec to evaluate
step 13300, training accuracy 0.94, 3.51572 msec to evaluate
step 13400, training accuracy 0.92, 4.20642 msec to evaluate
step 13500, training accuracy 0.94, 3.81064 msec to evaluate
step 13600, training accuracy 0.96, 4.21929 msec to evaluate
step 13700, training accuracy 0.98, 4.51231 msec to evaluate
step 13800, training accuracy 0.98, 4.35948 msec to evaluate
step 13900, training accuracy 0.94, 3.99971 msec to evaluate
test accuracy 0.9438
step 14000, training accuracy 0.96, 3.65305 msec to evaluate
step 14100, training accuracy 0.92, 3.86763 msec to evaluate
step 14200, training accuracy 0.96, 3.84188 msec to evaluate
step 14300, training accuracy 0.92, 6.71577 msec to evaluate
step 14400, training accuracy 0.98, 4.27747 msec to evaluate
step 14500, training accuracy 0.96, 3.74794 msec to evaluate
step 14600, training accuracy 0.88, 4.34136 msec to evaluate
step 14700, training accuracy 0.94, 3.63803 msec to evaluate
step 14800, training accuracy 0.96, 4.80938 msec to evaluate
step 14900, training accuracy 0.92, 4.26006 msec to evaluate
test accuracy 0.9434
step 15000, training accuracy 0.96, 3.06916 msec to evaluate
step 15100, training accuracy 0.98, 3.47018 msec to evaluate
step 15200, training accuracy 0.9, 3.79038 msec to evaluate
step 15300, training accuracy 0.92, 4.29654 msec to evaluate
step 15400, training accuracy 1, 3.16715 msec to evaluate
step 15500, training accuracy 1, 3.85857 msec to evaluate
step 15600, training accuracy 0.98, 4.82512 msec to evaluate
step 15700, training accuracy 0.96, 3.93295 msec to evaluate
step 15800, training accuracy 0.92, 3.93939 msec to evaluate
step 15900, training accuracy 0.9, 4.01521 msec to evaluate
test accuracy 0.9471
step 16000, training accuracy 0.98, 4.68111 msec to evaluate
step 16100, training accuracy 0.96, 3.74317 msec to evaluate
step 16200, training accuracy 0.94, 4.56524 msec to evaluate
step 16300, training accuracy 0.92, 3.90077 msec to evaluate
step 16400, training accuracy 1, 4.0307 msec to evaluate
step 16500, training accuracy 0.92, 3.57246 msec to evaluate
step 16600, training accuracy 0.92, 4.10652 msec to evaluate
step 16700, training accuracy 0.98, 3.37195 msec to evaluate
step 16800, training accuracy 0.94, 3.80325 msec to evaluate
step 16900, training accuracy 1, 3.64137 msec to evaluate
test accuracy 0.9475
step 17000, training accuracy 0.98, 3.304 msec to evaluate
step 17100, training accuracy 0.94, 4.62461 msec to evaluate
step 17200, training accuracy 0.94, 4.38046 msec to evaluate
step 17300, training accuracy 0.98, 4.10128 msec to evaluate
step 17400, training accuracy 0.9, 4.3664 msec to evaluate
step 17500, training accuracy 0.96, 3.93057 msec to evaluate
step 17600, training accuracy 0.96, 3.5274 msec to evaluate
step 17700, training accuracy 1, 4.17113 msec to evaluate
step 17800, training accuracy 1, 4.00782 msec to evaluate
step 17900, training accuracy 0.98, 3.87025 msec to evaluate
test accuracy 0.9518
step 18000, training accuracy 0.9, 3.95346 msec to evaluate
step 18100, training accuracy 0.98, 3.83401 msec to evaluate
step 18200, training accuracy 0.94, 4.1995 msec to evaluate
step 18300, training accuracy 0.98, 3.77703 msec to evaluate
step 18400, training accuracy 0.96, 5.06473 msec to evaluate
step 18500, training accuracy 0.98, 4.17209 msec to evaluate
step 18600, training accuracy 0.98, 3.92628 msec to evaluate
step 18700, training accuracy 0.98, 3.84569 msec to evaluate
step 18800, training accuracy 1, 4.29225 msec to evaluate
step 18900, training accuracy 0.96, 4.33993 msec to evaluate
test accuracy 0.9534
step 19000, training accuracy 0.96, 3.48449 msec to evaluate
step 19100, training accuracy 0.98, 3.82113 msec to evaluate
step 19200, training accuracy 0.96, 4.29416 msec to evaluate
step 19300, training accuracy 1, 4.45008 msec to evaluate
step 19400, training accuracy 0.96, 3.65233 msec to evaluate
step 19500, training accuracy 0.96, 3.67141 msec to evaluate
step 19600, training accuracy 0.94, 3.93772 msec to evaluate
step 19700, training accuracy 0.94, 4.44365 msec to evaluate
step 19800, training accuracy 0.9, 3.15928 msec to evaluate
step 19900, training accuracy 0.94, 3.88503 msec to evaluate
test accuracy 0.9567
step 20000, training accuracy 0.98, 4.1678 msec to evaluate
step 20100, training accuracy 0.92, 4.16398 msec to evaluate
step 20200, training accuracy 0.92, 3.68118 msec to evaluate
step 20300, training accuracy 0.94, 4.11439 msec to evaluate
step 20400, training accuracy 0.94, 4.19307 msec to evaluate
step 20500, training accuracy 0.98, 4.09889 msec to evaluate
step 20600, training accuracy 0.96, 3.67141 msec to evaluate
step 20700, training accuracy 0.98, 3.9711 msec to evaluate
step 20800, training accuracy 1, 4.2088 msec to evaluate
step 20900, training accuracy 0.96, 3.69549 msec to evaluate
test accuracy 0.9599
step 21000, training accuracy 0.98, 4.49014 msec to evaluate
step 21100, training accuracy 0.96, 4.50873 msec to evaluate
step 21200, training accuracy 0.92, 4.30131 msec to evaluate
step 21300, training accuracy 0.98, 3.84855 msec to evaluate
step 21400, training accuracy 0.98, 3.69501 msec to evaluate
step 21500, training accuracy 0.94, 3.96872 msec to evaluate
step 21600, training accuracy 0.94, 4.84061 msec to evaluate
step 21700, training accuracy 0.98, 4.05002 msec to evaluate
step 21800, training accuracy 0.94, 4.03333 msec to evaluate
step 21900, training accuracy 0.98, 4.10295 msec to evaluate
test accuracy 0.9545
step 22000, training accuracy 0.98, 4.37665 msec to evaluate
step 22100, training accuracy 0.92, 5.5778 msec to evaluate
step 22200, training accuracy 0.94, 3.89409 msec to evaluate
step 22300, training accuracy 0.98, 3.89218 msec to evaluate
step 22400, training accuracy 0.96, 3.61872 msec to evaluate
step 22500, training accuracy 0.98, 4.09365 msec to evaluate
step 22600, training accuracy 0.98, 4.57191 msec to evaluate
step 22700, training accuracy 0.94, 4.04096 msec to evaluate
step 22800, training accuracy 1, 3.91626 msec to evaluate
step 22900, training accuracy 0.96, 4.13823 msec to evaluate
test accuracy 0.9521
step 23000, training accuracy 0.88, 2.89822 msec to evaluate
step 23100, training accuracy 0.98, 3.50881 msec to evaluate
step 23200, training accuracy 0.98, 3.74603 msec to evaluate
step 23300, training accuracy 1, 3.75724 msec to evaluate
step 23400, training accuracy 0.96, 4.13537 msec to evaluate
step 23500, training accuracy 0.96, 4.61698 msec to evaluate
step 23600, training accuracy 0.94, 4.42672 msec to evaluate
step 23700, training accuracy 1, 3.71456 msec to evaluate
step 23800, training accuracy 0.94, 4.18878 msec to evaluate
step 23900, training accuracy 1, 3.8147 msec to evaluate
test accuracy 0.9559
step 24000, training accuracy 0.96, 3.54552 msec to evaluate
step 24100, training accuracy 0.96, 5.14627 msec to evaluate
step 24200, training accuracy 0.96, 3.58176 msec to evaluate
step 24300, training accuracy 1, 5.00774 msec to evaluate
step 24400, training accuracy 0.96, 5.00488 msec to evaluate
step 24500, training accuracy 0.96, 6.16097 msec to evaluate
step 24600, training accuracy 0.98, 4.75121 msec to evaluate
step 24700, training accuracy 0.96, 3.6974 msec to evaluate
step 24800, training accuracy 0.96, 3.89886 msec to evaluate
step 24900, training accuracy 1, 4.00305 msec to evaluate
test accuracy 0.9559
step 25000, training accuracy 0.96, 3.22533 msec to evaluate
step 25100, training accuracy 1, 4.14538 msec to evaluate
step 25200, training accuracy 0.92, 4.75764 msec to evaluate
step 25300, training accuracy 0.98, 3.85427 msec to evaluate
step 25400, training accuracy 0.88, 4.23622 msec to evaluate
step 25500, training accuracy 0.96, 4.12321 msec to evaluate
step 25600, training accuracy 1, 4.25887 msec to evaluate
step 25700, training accuracy 0.96, 3.65758 msec to evaluate
step 25800, training accuracy 0.94, 3.43275 msec to evaluate
step 25900, training accuracy 0.96, 4.22692 msec to evaluate
test accuracy 0.9562
step 26000, training accuracy 0.92, 3.27611 msec to evaluate
step 26100, training accuracy 0.96, 4.07767 msec to evaluate
step 26200, training accuracy 1, 4.10151 msec to evaluate
step 26300, training accuracy 0.94, 3.80921 msec to evaluate
step 26400, training accuracy 0.94, 3.99971 msec to evaluate
step 26500, training accuracy 0.9, 4.75907 msec to evaluate
step 26600, training accuracy 0.96, 4.09341 msec to evaluate
step 26700, training accuracy 0.94, 3.8209 msec to evaluate
step 26800, training accuracy 1, 4.31037 msec to evaluate
step 26900, training accuracy 0.92, 3.78299 msec to evaluate
test accuracy 0.9599
step 27000, training accuracy 0.96, 4.49896 msec to evaluate
step 27100, training accuracy 1, 4.17614 msec to evaluate
step 27200, training accuracy 1, 3.87311 msec to evaluate
step 27300, training accuracy 1, 3.69978 msec to evaluate
step 27400, training accuracy 0.98, 4.86588 msec to evaluate
step 27500, training accuracy 0.96, 3.73864 msec to evaluate
step 27600, training accuracy 0.98, 4.47488 msec to evaluate
step 27700, training accuracy 0.98, 4.21524 msec to evaluate
step 27800, training accuracy 0.98, 5.01657 msec to evaluate
step 27900, training accuracy 0.94, 4.04 msec to evaluate
test accuracy 0.9515
step 28000, training accuracy 0.94, 4.53234 msec to evaluate
step 28100, training accuracy 0.96, 4.13585 msec to evaluate
step 28200, training accuracy 0.98, 4.05955 msec to evaluate
step 28300, training accuracy 1, 3.94106 msec to evaluate
step 28400, training accuracy 1, 4.02403 msec to evaluate
step 28500, training accuracy 0.98, 4.8244 msec to evaluate
step 28600, training accuracy 0.9, 4.25315 msec to evaluate
step 28700, training accuracy 0.94, 4.89855 msec to evaluate
step 28800, training accuracy 1, 4.06361 msec to evaluate
step 28900, training accuracy 0.96, 4.86088 msec to evaluate
test accuracy 0.9616
step 29000, training accuracy 1, 4.16684 msec to evaluate
step 29100, training accuracy 0.94, 3.80373 msec to evaluate
step 29200, training accuracy 0.96, 4.12893 msec to evaluate
step 29300, training accuracy 1, 4.01664 msec to evaluate
step 29400, training accuracy 0.98, 4.89569 msec to evaluate
step 29500, training accuracy 0.98, 4.05455 msec to evaluate
step 29600, training accuracy 0.94, 3.6788 msec to evaluate
step 29700, training accuracy 0.94, 3.53193 msec to evaluate
step 29800, training accuracy 0.94, 3.98588 msec to evaluate
step 29900, training accuracy 1, 4.30155 msec to evaluate
test accuracy 0.9606
step 30000, training accuracy 1, 3.15118 msec to evaluate
step 30100, training accuracy 0.94, 4.16017 msec to evaluate
step 30200, training accuracy 0.94, 4.498 msec to evaluate
step 30300, training accuracy 1, 4.22502 msec to evaluate
step 30400, training accuracy 0.92, 4.14729 msec to evaluate
step 30500, training accuracy 0.98, 4.4601 msec to evaluate
step 30600, training accuracy 1, 3.93963 msec to evaluate
step 30700, training accuracy 0.96, 4.21333 msec to evaluate
step 30800, training accuracy 0.92, 3.62754 msec to evaluate
step 30900, training accuracy 1, 4.45294 msec to evaluate
test accuracy 0.9617
step 31000, training accuracy 0.98, 3.4852 msec to evaluate
step 31100, training accuracy 0.96, 4.05979 msec to evaluate
step 31200, training accuracy 0.92, 5.2681 msec to evaluate
step 31300, training accuracy 0.98, 3.84331 msec to evaluate
step 31400, training accuracy 0.98, 3.8569 msec to evaluate
step 31500, training accuracy 0.98, 6.45733 msec to evaluate
step 31600, training accuracy 0.92, 4.22025 msec to evaluate
step 31700, training accuracy 0.96, 3.93295 msec to evaluate
step 31800, training accuracy 0.94, 4.3304 msec to evaluate
step 31900, training accuracy 1, 3.47853 msec to evaluate
test accuracy 0.9576
step 32000, training accuracy 0.98, 3.44443 msec to evaluate
step 32100, training accuracy 0.98, 5.34916 msec to evaluate
step 32200, training accuracy 1, 4.03666 msec to evaluate
step 32300, training accuracy 1, 3.9444 msec to evaluate
step 32400, training accuracy 0.98, 3.76105 msec to evaluate
step 32500, training accuracy 0.96, 4.14968 msec to evaluate
step 32600, training accuracy 0.98, 3.98254 msec to evaluate
step 32700, training accuracy 0.96, 3.90339 msec to evaluate
step 32800, training accuracy 0.96, 3.83949 msec to evaluate
step 32900, training accuracy 0.98, 4.23861 msec to evaluate
test accuracy 0.9554
step 33000, training accuracy 0.88, 3.6006 msec to evaluate
step 33100, training accuracy 0.96, 4.03142 msec to evaluate
step 33200, training accuracy 1, 4.12345 msec to evaluate
step 33300, training accuracy 0.96, 3.54671 msec to evaluate
step 33400, training accuracy 0.98, 4.92954 msec to evaluate
step 33500, training accuracy 1, 3.89457 msec to evaluate
step 33600, training accuracy 0.96, 3.92509 msec to evaluate
step 33700, training accuracy 0.96, 3.71623 msec to evaluate
step 33800, training accuracy 0.96, 3.79181 msec to evaluate
step 33900, training accuracy 0.94, 3.92485 msec to evaluate
test accuracy 0.9601
step 34000, training accuracy 0.98, 4.49562 msec to evaluate
step 34100, training accuracy 0.98, 4.43244 msec to evaluate
step 34200, training accuracy 1, 4.28772 msec to evaluate
step 34300, training accuracy 0.98, 4.16613 msec to evaluate
step 34400, training accuracy 0.98, 4.01211 msec to evaluate
step 34500, training accuracy 0.96, 4.14324 msec to evaluate
step 34600, training accuracy 0.98, 4.38571 msec to evaluate
step 34700, training accuracy 1, 3.78966 msec to evaluate
step 34800, training accuracy 0.98, 3.69573 msec to evaluate
step 34900, training accuracy 0.92, 4.25458 msec to evaluate
test accuracy 0.9627
step 35000, training accuracy 0.96, 4.23622 msec to evaluate
step 35100, training accuracy 0.98, 4.25696 msec to evaluate
step 35200, training accuracy 0.94, 3.79539 msec to evaluate
step 35300, training accuracy 0.94, 4.28224 msec to evaluate
step 35400, training accuracy 0.98, 3.9103 msec to evaluate
step 35500, training accuracy 1, 4.96244 msec to evaluate
step 35600, training accuracy 0.96, 3.96872 msec to evaluate
step 35700, training accuracy 0.96, 4.03738 msec to evaluate
step 35800, training accuracy 0.98, 4.94099 msec to evaluate
step 35900, training accuracy 0.98, 3.40962 msec to evaluate
test accuracy 0.9601
step 36000, training accuracy 0.98, 4.31752 msec to evaluate
step 36100, training accuracy 0.96, 3.95226 msec to evaluate
step 36200, training accuracy 0.98, 3.80802 msec to evaluate
step 36300, training accuracy 0.94, 3.68381 msec to evaluate
step 36400, training accuracy 0.96, 4.02188 msec to evaluate
step 36500, training accuracy 0.98, 4.15206 msec to evaluate
step 36600, training accuracy 1, 3.51763 msec to evaluate
step 36700, training accuracy 0.94, 4.02832 msec to evaluate
step 36800, training accuracy 0.9, 4.00114 msec to evaluate
step 36900, training accuracy 0.96, 4.0803 msec to evaluate
test accuracy 0.9672
step 37000, training accuracy 0.98, 3.97635 msec to evaluate
step 37100, training accuracy 1, 4.79102 msec to evaluate
step 37200, training accuracy 1, 5.00703 msec to evaluate
step 37300, training accuracy 1, 4.02713 msec to evaluate
step 37400, training accuracy 0.96, 3.21841 msec to evaluate
step 37500, training accuracy 0.98, 5.12767 msec to evaluate
step 37600, training accuracy 0.94, 4.04572 msec to evaluate
step 37700, training accuracy 1, 4.40955 msec to evaluate
step 37800, training accuracy 0.96, 4.25196 msec to evaluate
step 37900, training accuracy 0.94, 4.1995 msec to evaluate
test accuracy 0.9651
step 38000, training accuracy 0.94, 3.91722 msec to evaluate
step 38100, training accuracy 0.96, 4.58884 msec to evaluate
step 38200, training accuracy 0.98, 4.38261 msec to evaluate
step 38300, training accuracy 0.96, 3.96013 msec to evaluate
step 38400, training accuracy 0.94, 4.33016 msec to evaluate
step 38500, training accuracy 0.96, 3.91483 msec to evaluate
step 38600, training accuracy 0.98, 4.34399 msec to evaluate
step 38700, training accuracy 1, 3.88718 msec to evaluate
