NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.12, 36.402 msec to evaluate
step 4200, training accuracy 0.9, 3.96776 msec to evaluate
step 4300, training accuracy 0.8, 3.96824 msec to evaluate
step 4400, training accuracy 0.86, 3.49689 msec to evaluate
step 4500, training accuracy 0.9, 4.19545 msec to evaluate
step 4600, training accuracy 0.84, 3.78585 msec to evaluate
step 4700, training accuracy 0.92, 4.14014 msec to evaluate
step 4800, training accuracy 0.92, 3.85332 msec to evaluate
step 4900, training accuracy 0.78, 3.80158 msec to evaluate
test accuracy 0.88
step 5000, training accuracy 0.84, 3.83925 msec to evaluate
step 5100, training accuracy 0.82, 4.21548 msec to evaluate
step 5200, training accuracy 0.92, 3.85499 msec to evaluate
step 5300, training accuracy 0.86, 3.79324 msec to evaluate
step 5400, training accuracy 0.88, 3.48616 msec to evaluate
step 5500, training accuracy 0.82, 3.59702 msec to evaluate
step 5600, training accuracy 0.84, 3.71432 msec to evaluate
step 5700, training accuracy 0.96, 4.23813 msec to evaluate
step 5800, training accuracy 0.92, 3.65186 msec to evaluate
step 5900, training accuracy 0.86, 4.41432 msec to evaluate
test accuracy 0.9077
step 6000, training accuracy 0.9, 3.43013 msec to evaluate
step 6100, training accuracy 0.9, 3.95203 msec to evaluate
step 6200, training accuracy 0.9, 4.17638 msec to evaluate
step 6300, training accuracy 0.88, 3.81184 msec to evaluate
step 6400, training accuracy 0.92, 4.11439 msec to evaluate
step 6500, training accuracy 0.84, 3.75366 msec to evaluate
step 6600, training accuracy 0.9, 3.08156 msec to evaluate
step 6700, training accuracy 0.9, 4.28486 msec to evaluate
step 6800, training accuracy 0.92, 4.09245 msec to evaluate
step 6900, training accuracy 0.96, 5.00703 msec to evaluate
test accuracy 0.9203
step 7000, training accuracy 0.88, 4.0853 msec to evaluate
step 7100, training accuracy 0.94, 3.93271 msec to evaluate
step 7200, training accuracy 0.86, 4.67134 msec to evaluate
step 7300, training accuracy 0.94, 3.80898 msec to evaluate
step 7400, training accuracy 0.94, 3.89385 msec to evaluate
step 7500, training accuracy 0.92, 3.96323 msec to evaluate
step 7600, training accuracy 0.9, 3.99375 msec to evaluate
step 7700, training accuracy 0.94, 3.48949 msec to evaluate
step 7800, training accuracy 0.86, 4.68922 msec to evaluate
step 7900, training accuracy 0.96, 4.01068 msec to evaluate
test accuracy 0.916
step 8000, training accuracy 0.96, 2.72036 msec to evaluate
step 8100, training accuracy 0.92, 4.30417 msec to evaluate
step 8200, training accuracy 0.88, 4.79245 msec to evaluate
step 8300, training accuracy 1, 4.09031 msec to evaluate
step 8400, training accuracy 0.94, 4.04882 msec to evaluate
step 8500, training accuracy 0.82, 3.8476 msec to evaluate
step 8600, training accuracy 0.92, 4.34256 msec to evaluate
step 8700, training accuracy 0.88, 3.74532 msec to evaluate
step 8800, training accuracy 0.96, 3.23892 msec to evaluate
step 8900, training accuracy 0.9, 4.48132 msec to evaluate
test accuracy 0.9308
step 9000, training accuracy 0.92, 3.46494 msec to evaluate
step 9100, training accuracy 0.94, 4.38261 msec to evaluate
step 9200, training accuracy 0.94, 4.64392 msec to evaluate
step 9300, training accuracy 0.88, 4.05312 msec to evaluate
step 9400, training accuracy 0.96, 3.78323 msec to evaluate
step 9500, training accuracy 0.92, 3.94821 msec to evaluate
step 9600, training accuracy 0.92, 4.27175 msec to evaluate
step 9700, training accuracy 0.94, 4.31108 msec to evaluate
step 9800, training accuracy 0.88, 3.86 msec to evaluate
step 9900, training accuracy 0.98, 3.27325 msec to evaluate
test accuracy 0.9273
step 10000, training accuracy 0.98, 3.28398 msec to evaluate
step 10100, training accuracy 0.96, 3.9463 msec to evaluate
step 10200, training accuracy 0.88, 4.30632 msec to evaluate
step 10300, training accuracy 0.96, 3.76272 msec to evaluate
step 10400, training accuracy 0.92, 4.40836 msec to evaluate
step 10500, training accuracy 0.88, 3.97038 msec to evaluate
step 10600, training accuracy 0.86, 4.16923 msec to evaluate
step 10700, training accuracy 0.94, 4.79507 msec to evaluate
step 10800, training accuracy 0.9, 4.08053 msec to evaluate
step 10900, training accuracy 0.92, 3.91006 msec to evaluate
test accuracy 0.9367
step 11000, training accuracy 0.92, 3.09348 msec to evaluate
step 11100, training accuracy 0.84, 3.44729 msec to evaluate
step 11200, training accuracy 0.92, 3.96252 msec to evaluate
step 11300, training accuracy 0.92, 3.53122 msec to evaluate
step 11400, training accuracy 0.94, 4.06814 msec to evaluate
step 11500, training accuracy 0.92, 3.6335 msec to evaluate
step 11600, training accuracy 0.92, 4.19235 msec to evaluate
step 11700, training accuracy 0.98, 3.92771 msec to evaluate
step 11800, training accuracy 0.86, 3.6819 msec to evaluate
step 11900, training accuracy 0.9, 3.88527 msec to evaluate
test accuracy 0.9327
step 12000, training accuracy 0.88, 3.02172 msec to evaluate
step 12100, training accuracy 0.86, 3.93653 msec to evaluate
step 12200, training accuracy 0.98, 4.08101 msec to evaluate
step 12300, training accuracy 0.96, 4.13847 msec to evaluate
step 12400, training accuracy 0.96, 3.8414 msec to evaluate
step 12500, training accuracy 0.94, 3.41058 msec to evaluate
step 12600, training accuracy 0.9, 3.93796 msec to evaluate
step 12700, training accuracy 0.9, 4.03261 msec to evaluate
step 12800, training accuracy 0.94, 4.06098 msec to evaluate
step 12900, training accuracy 0.88, 4.2398 msec to evaluate
test accuracy 0.9431
step 13000, training accuracy 0.92, 2.52628 msec to evaluate
step 13100, training accuracy 1, 3.4256 msec to evaluate
step 13200, training accuracy 0.98, 3.89695 msec to evaluate
step 13300, training accuracy 0.92, 4.3211 msec to evaluate
step 13400, training accuracy 0.98, 4.40931 msec to evaluate
step 13500, training accuracy 0.9, 4.24719 msec to evaluate
step 13600, training accuracy 0.96, 3.67117 msec to evaluate
step 13700, training accuracy 0.96, 4.20403 msec to evaluate
step 13800, training accuracy 0.92, 4.01497 msec to evaluate
step 13900, training accuracy 0.94, 4.01926 msec to evaluate
test accuracy 0.9461
step 14000, training accuracy 0.92, 4.54807 msec to evaluate
step 14100, training accuracy 0.96, 4.35996 msec to evaluate
step 14200, training accuracy 0.88, 3.87931 msec to evaluate
step 14300, training accuracy 0.94, 3.36456 msec to evaluate
step 14400, training accuracy 0.94, 4.2944 msec to evaluate
step 14500, training accuracy 0.96, 4.01807 msec to evaluate
step 14600, training accuracy 0.96, 3.30853 msec to evaluate
step 14700, training accuracy 0.98, 3.70669 msec to evaluate
step 14800, training accuracy 0.96, 3.94821 msec to evaluate
step 14900, training accuracy 0.98, 5.42831 msec to evaluate
test accuracy 0.9463
step 15000, training accuracy 0.98, 4.24576 msec to evaluate
step 15100, training accuracy 0.94, 3.74699 msec to evaluate
step 15200, training accuracy 0.98, 4.22263 msec to evaluate
step 15300, training accuracy 1, 4.07648 msec to evaluate
step 15400, training accuracy 0.92, 3.39174 msec to evaluate
step 15500, training accuracy 0.92, 3.72672 msec to evaluate
step 15600, training accuracy 0.94, 3.9618 msec to evaluate
step 15700, training accuracy 0.92, 4.08816 msec to evaluate
step 15800, training accuracy 0.94, 3.64518 msec to evaluate
step 15900, training accuracy 0.96, 4.26817 msec to evaluate
test accuracy 0.9419
step 16000, training accuracy 0.98, 3.26419 msec to evaluate
step 16100, training accuracy 0.96, 3.91269 msec to evaluate
step 16200, training accuracy 0.9, 4.11463 msec to evaluate
step 16300, training accuracy 0.94, 3.79968 msec to evaluate
step 16400, training accuracy 1, 3.91865 msec to evaluate
step 16500, training accuracy 0.94, 3.40772 msec to evaluate
step 16600, training accuracy 0.94, 3.51429 msec to evaluate
step 16700, training accuracy 0.94, 3.77631 msec to evaluate
step 16800, training accuracy 0.98, 4.48179 msec to evaluate
step 16900, training accuracy 0.9, 4.07529 msec to evaluate
test accuracy 0.9347
step 17000, training accuracy 0.96, 2.61545 msec to evaluate
step 17100, training accuracy 0.96, 4.20213 msec to evaluate
step 17200, training accuracy 0.96, 4.16517 msec to evaluate
step 17300, training accuracy 0.96, 3.76225 msec to evaluate
step 17400, training accuracy 0.96, 4.44889 msec to evaluate
step 17500, training accuracy 0.98, 5.30457 msec to evaluate
step 17600, training accuracy 0.98, 3.88432 msec to evaluate
step 17700, training accuracy 1, 4.38786 msec to evaluate
step 17800, training accuracy 0.92, 4.15111 msec to evaluate
step 17900, training accuracy 0.98, 4.26435 msec to evaluate
test accuracy 0.9466
step 18000, training accuracy 0.98, 3.72839 msec to evaluate
step 18100, training accuracy 0.98, 4.51159 msec to evaluate
step 18200, training accuracy 0.96, 4.0555 msec to evaluate
step 18300, training accuracy 0.98, 3.76558 msec to evaluate
step 18400, training accuracy 0.94, 3.83663 msec to evaluate
step 18500, training accuracy 0.96, 3.95823 msec to evaluate
step 18600, training accuracy 0.9, 4.68993 msec to evaluate
step 18700, training accuracy 1, 4.31132 msec to evaluate
step 18800, training accuracy 0.96, 4.04382 msec to evaluate
step 18900, training accuracy 0.92, 4.37951 msec to evaluate
test accuracy 0.9533
step 19000, training accuracy 1, 3.93867 msec to evaluate
step 19100, training accuracy 0.92, 3.76487 msec to evaluate
step 19200, training accuracy 0.94, 3.83615 msec to evaluate
step 19300, training accuracy 0.92, 4.28867 msec to evaluate
step 19400, training accuracy 1, 4.25696 msec to evaluate
step 19500, training accuracy 1, 4.02212 msec to evaluate
step 19600, training accuracy 1, 3.99041 msec to evaluate
step 19700, training accuracy 0.94, 3.76534 msec to evaluate
step 19800, training accuracy 0.9, 6.70981 msec to evaluate
step 19900, training accuracy 0.94, 3.92294 msec to evaluate
test accuracy 0.9549
step 20000, training accuracy 0.94, 3.44706 msec to evaluate
step 20100, training accuracy 0.94, 3.64852 msec to evaluate
step 20200, training accuracy 0.96, 4.15111 msec to evaluate
step 20300, training accuracy 0.88, 3.5677 msec to evaluate
step 20400, training accuracy 0.98, 3.63898 msec to evaluate
step 20500, training accuracy 0.98, 3.80635 msec to evaluate
step 20600, training accuracy 0.98, 3.77774 msec to evaluate
step 20700, training accuracy 0.94, 4.59313 msec to evaluate
step 20800, training accuracy 0.94, 4.5383 msec to evaluate
step 20900, training accuracy 0.96, 3.71861 msec to evaluate
test accuracy 0.9546
step 21000, training accuracy 1, 3.52669 msec to evaluate
step 21100, training accuracy 0.98, 3.98469 msec to evaluate
step 21200, training accuracy 0.96, 4.34399 msec to evaluate
step 21300, training accuracy 0.9, 4.1635 msec to evaluate
step 21400, training accuracy 1, 4.17066 msec to evaluate
step 21500, training accuracy 0.98, 4.08792 msec to evaluate
step 21600, training accuracy 0.98, 4.02141 msec to evaluate
step 21700, training accuracy 0.96, 5.32436 msec to evaluate
step 21800, training accuracy 0.98, 3.57842 msec to evaluate
step 21900, training accuracy 0.94, 4.98772 msec to evaluate
test accuracy 0.9559
step 22000, training accuracy 0.96, 3.58343 msec to evaluate
step 22100, training accuracy 0.96, 4.18687 msec to evaluate
step 22200, training accuracy 0.96, 4.06766 msec to evaluate
step 22300, training accuracy 0.98, 4.08006 msec to evaluate
step 22400, training accuracy 0.92, 3.99137 msec to evaluate
step 22500, training accuracy 0.98, 3.92127 msec to evaluate
step 22600, training accuracy 0.98, 3.89433 msec to evaluate
step 22700, training accuracy 1, 3.90124 msec to evaluate
step 22800, training accuracy 0.98, 4.05216 msec to evaluate
step 22900, training accuracy 0.94, 3.8147 msec to evaluate
test accuracy 0.9529
step 23000, training accuracy 0.96, 3.65639 msec to evaluate
step 23100, training accuracy 0.96, 4.01402 msec to evaluate
step 23200, training accuracy 0.98, 4.07887 msec to evaluate
step 23300, training accuracy 0.98, 3.85928 msec to evaluate
step 23400, training accuracy 0.96, 4.13632 msec to evaluate
step 23500, training accuracy 0.98, 3.9897 msec to evaluate
step 23600, training accuracy 0.98, 4.34041 msec to evaluate
step 23700, training accuracy 0.94, 3.9947 msec to evaluate
step 23800, training accuracy 0.9, 4.58717 msec to evaluate
step 23900, training accuracy 1, 4.3149 msec to evaluate
test accuracy 0.9604
step 24000, training accuracy 0.94, 3.52311 msec to evaluate
step 24100, training accuracy 1, 3.8662 msec to evaluate
step 24200, training accuracy 0.94, 3.42107 msec to evaluate
step 24300, training accuracy 0.98, 4.36711 msec to evaluate
step 24400, training accuracy 0.94, 3.69859 msec to evaluate
step 24500, training accuracy 0.96, 4.73166 msec to evaluate
step 24600, training accuracy 0.9, 4.28319 msec to evaluate
step 24700, training accuracy 0.96, 4.2522 msec to evaluate
step 24800, training accuracy 0.96, 4.0133 msec to evaluate
step 24900, training accuracy 0.94, 4.07743 msec to evaluate
test accuracy 0.9574
step 25000, training accuracy 0.9, 3.85046 msec to evaluate
step 25100, training accuracy 0.96, 3.93844 msec to evaluate
step 25200, training accuracy 0.94, 4.19116 msec to evaluate
step 25300, training accuracy 0.96, 3.84593 msec to evaluate
step 25400, training accuracy 0.94, 3.80015 msec to evaluate
step 25500, training accuracy 0.98, 3.93319 msec to evaluate
step 25600, training accuracy 0.94, 4.17614 msec to evaluate
step 25700, training accuracy 0.98, 4.90785 msec to evaluate
step 25800, training accuracy 0.98, 4.32897 msec to evaluate
step 25900, training accuracy 1, 3.9413 msec to evaluate
test accuracy 0.9588
step 26000, training accuracy 0.96, 4.34113 msec to evaluate
step 26100, training accuracy 0.98, 3.77536 msec to evaluate
step 26200, training accuracy 0.94, 4.27127 msec to evaluate
step 26300, training accuracy 0.94, 3.58224 msec to evaluate
step 26400, training accuracy 0.94, 4.69661 msec to evaluate
step 26500, training accuracy 0.98, 4.16565 msec to evaluate
step 26600, training accuracy 0.96, 4.10128 msec to evaluate
step 26700, training accuracy 0.96, 3.71957 msec to evaluate
step 26800, training accuracy 0.94, 4.28391 msec to evaluate
step 26900, training accuracy 0.92, 3.9804 msec to evaluate
test accuracy 0.9551
step 27000, training accuracy 0.98, 4.15611 msec to evaluate
step 27100, training accuracy 0.98, 3.93844 msec to evaluate
step 27200, training accuracy 0.98, 3.90458 msec to evaluate
step 27300, training accuracy 1, 3.97182 msec to evaluate
step 27400, training accuracy 0.96, 3.40605 msec to evaluate
step 27500, training accuracy 0.86, 3.46804 msec to evaluate
step 27600, training accuracy 0.96, 4.52113 msec to evaluate
step 27700, training accuracy 0.96, 3.81088 msec to evaluate
step 27800, training accuracy 0.98, 4.01187 msec to evaluate
step 27900, training accuracy 0.98, 4.01831 msec to evaluate
test accuracy 0.9569
step 28000, training accuracy 0.96, 3.76368 msec to evaluate
step 28100, training accuracy 0.94, 4.10223 msec to evaluate
step 28200, training accuracy 0.98, 3.94964 msec to evaluate
step 28300, training accuracy 0.98, 3.84736 msec to evaluate
step 28400, training accuracy 0.94, 4.08888 msec to evaluate
step 28500, training accuracy 0.96, 3.63421 msec to evaluate
step 28600, training accuracy 0.92, 6.248 msec to evaluate
step 28700, training accuracy 0.94, 4.0555 msec to evaluate
step 28800, training accuracy 0.98, 3.74317 msec to evaluate
step 28900, training accuracy 0.94, 4.60577 msec to evaluate
test accuracy 0.9567
step 29000, training accuracy 0.94, 3.0961 msec to evaluate
step 29100, training accuracy 0.98, 4.56142 msec to evaluate
step 29200, training accuracy 0.92, 4.57454 msec to evaluate
step 29300, training accuracy 0.94, 4.47965 msec to evaluate
step 29400, training accuracy 0.98, 3.81255 msec to evaluate
step 29500, training accuracy 1, 3.62325 msec to evaluate
step 29600, training accuracy 0.98, 4.10342 msec to evaluate
step 29700, training accuracy 0.98, 3.98588 msec to evaluate
step 29800, training accuracy 0.96, 3.78346 msec to evaluate
step 29900, training accuracy 1, 4.16493 msec to evaluate
test accuracy 0.9605
step 30000, training accuracy 0.98, 4.21381 msec to evaluate
step 30100, training accuracy 1, 4.45485 msec to evaluate
step 30200, training accuracy 1, 3.94416 msec to evaluate
step 30300, training accuracy 0.96, 4.25434 msec to evaluate
step 30400, training accuracy 0.96, 4.7245 msec to evaluate
step 30500, training accuracy 0.98, 3.87883 msec to evaluate
step 30600, training accuracy 0.96, 4.05431 msec to evaluate
step 30700, training accuracy 1, 4.94456 msec to evaluate
step 30800, training accuracy 1, 3.61109 msec to evaluate
step 30900, training accuracy 0.98, 3.75247 msec to evaluate
test accuracy 0.963
step 31000, training accuracy 1, 4.74858 msec to evaluate
step 31100, training accuracy 1, 4.17614 msec to evaluate
step 31200, training accuracy 0.96, 3.75485 msec to evaluate
step 31300, training accuracy 1, 3.79157 msec to evaluate
step 31400, training accuracy 1, 4.21906 msec to evaluate
step 31500, training accuracy 1, 3.68452 msec to evaluate
step 31600, training accuracy 0.96, 4.4353 msec to evaluate
step 31700, training accuracy 0.96, 4.04072 msec to evaluate
step 31800, training accuracy 1, 3.89624 msec to evaluate
step 31900, training accuracy 0.98, 3.79801 msec to evaluate
test accuracy 0.9602
step 32000, training accuracy 1, 4.56381 msec to evaluate
step 32100, training accuracy 1, 3.91626 msec to evaluate
step 32200, training accuracy 0.98, 3.66545 msec to evaluate
step 32300, training accuracy 0.96, 4.31442 msec to evaluate
step 32400, training accuracy 0.96, 3.51501 msec to evaluate
step 32500, training accuracy 0.96, 4.32801 msec to evaluate
step 32600, training accuracy 0.98, 4.08292 msec to evaluate
step 32700, training accuracy 1, 4.15611 msec to evaluate
step 32800, training accuracy 0.98, 3.98993 msec to evaluate
step 32900, training accuracy 0.94, 4.1182 msec to evaluate
test accuracy 0.9628
step 33000, training accuracy 0.92, 4.86588 msec to evaluate
step 33100, training accuracy 0.94, 4.00496 msec to evaluate
step 33200, training accuracy 0.96, 4.06003 msec to evaluate
step 33300, training accuracy 0.94, 4.04525 msec to evaluate
step 33400, training accuracy 0.98, 3.95274 msec to evaluate
step 33500, training accuracy 0.96, 3.32713 msec to evaluate
step 33600, training accuracy 0.94, 3.73769 msec to evaluate
step 33700, training accuracy 1, 4.54473 msec to evaluate
step 33800, training accuracy 0.96, 4.10175 msec to evaluate
step 33900, training accuracy 0.98, 4.00615 msec to evaluate
test accuracy 0.9618
step 34000, training accuracy 0.92, 4.20117 msec to evaluate
step 34100, training accuracy 1, 4.81439 msec to evaluate
step 34200, training accuracy 0.98, 3.81207 msec to evaluate
step 34300, training accuracy 0.94, 3.67236 msec to evaluate
step 34400, training accuracy 0.92, 7.99251 msec to evaluate
step 34500, training accuracy 0.98, 3.79658 msec to evaluate
step 34600, training accuracy 1, 4.36687 msec to evaluate
step 34700, training accuracy 0.96, 3.91984 msec to evaluate
step 34800, training accuracy 0.98, 5.0087 msec to evaluate
step 34900, training accuracy 1, 3.93891 msec to evaluate
test accuracy 0.9652
step 35000, training accuracy 0.98, 4.00519 msec to evaluate
step 35100, training accuracy 1, 4.06671 msec to evaluate
step 35200, training accuracy 0.98, 4.48751 msec to evaluate
step 35300, training accuracy 1, 3.58367 msec to evaluate
step 35400, training accuracy 0.94, 4.3714 msec to evaluate
step 35500, training accuracy 0.86, 3.86262 msec to evaluate
step 35600, training accuracy 0.96, 3.82757 msec to evaluate
step 35700, training accuracy 1, 4.22192 msec to evaluate
step 35800, training accuracy 1, 4.04906 msec to evaluate
step 35900, training accuracy 0.96, 3.82447 msec to evaluate
test accuracy 0.962
step 36000, training accuracy 0.96, 2.87366 msec to evaluate
step 36100, training accuracy 0.94, 3.72577 msec to evaluate
step 36200, training accuracy 1, 3.8991 msec to evaluate
step 36300, training accuracy 0.96, 3.35622 msec to evaluate
step 36400, training accuracy 0.98, 3.94559 msec to evaluate
step 36500, training accuracy 0.96, 4.19927 msec to evaluate
step 36600, training accuracy 0.98, 4.2913 msec to evaluate
step 36700, training accuracy 1, 4.13942 msec to evaluate
step 36800, training accuracy 0.98, 4.65512 msec to evaluate
step 36900, training accuracy 1, 3.84068 msec to evaluate
test accuracy 0.9665
step 37000, training accuracy 0.98, 4.74477 msec to evaluate
step 37100, training accuracy 0.94, 3.58438 msec to evaluate
step 37200, training accuracy 0.96, 3.65496 msec to evaluate
step 37300, training accuracy 0.96, 4.07028 msec to evaluate
step 37400, training accuracy 0.98, 3.64399 msec to evaluate
step 37500, training accuracy 0.94, 4.27294 msec to evaluate
step 37600, training accuracy 1, 4.05693 msec to evaluate
step 37700, training accuracy 0.98, 4.10271 msec to evaluate
step 37800, training accuracy 0.98, 4.29702 msec to evaluate
step 37900, training accuracy 0.98, 3.85356 msec to evaluate
test accuracy 0.9624
step 38000, training accuracy 0.98, 4.10604 msec to evaluate
step 38100, training accuracy 0.94, 4.11892 msec to evaluate
step 38200, training accuracy 0.98, 3.86214 msec to evaluate
step 38300, training accuracy 0.98, 3.60513 msec to evaluate
step 38400, training accuracy 0.98, 4.26507 msec to evaluate
step 38500, training accuracy 1, 5.54752 msec to evaluate
step 38600, training accuracy 1, 4.09055 msec to evaluate
step 38700, training accuracy 0.98, 3.70502 msec to evaluate
