NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 36.1078 msec to evaluate
step 4200, training accuracy 0.8, 4.30584 msec to evaluate
step 4300, training accuracy 0.9, 4.32634 msec to evaluate
step 4400, training accuracy 0.86, 3.17931 msec to evaluate
step 4500, training accuracy 0.8, 3.93033 msec to evaluate
step 4600, training accuracy 0.86, 3.59225 msec to evaluate
step 4700, training accuracy 0.9, 3.90553 msec to evaluate
step 4800, training accuracy 0.86, 5.0056 msec to evaluate
step 4900, training accuracy 0.92, 4.47464 msec to evaluate
test accuracy 0.8674
step 5000, training accuracy 0.84, 3.85022 msec to evaluate
step 5100, training accuracy 0.96, 3.91579 msec to evaluate
step 5200, training accuracy 0.92, 4.36115 msec to evaluate
step 5300, training accuracy 0.92, 5.20849 msec to evaluate
step 5400, training accuracy 0.9, 3.96943 msec to evaluate
step 5500, training accuracy 0.86, 3.9165 msec to evaluate
step 5600, training accuracy 0.94, 4.24743 msec to evaluate
step 5700, training accuracy 0.9, 3.74317 msec to evaluate
step 5800, training accuracy 0.88, 4.40216 msec to evaluate
step 5900, training accuracy 0.88, 3.50761 msec to evaluate
test accuracy 0.8817
step 6000, training accuracy 0.8, 2.95782 msec to evaluate
step 6100, training accuracy 0.88, 3.87192 msec to evaluate
step 6200, training accuracy 0.8, 4.24862 msec to evaluate
step 6300, training accuracy 0.84, 4.33826 msec to evaluate
step 6400, training accuracy 0.86, 3.74269 msec to evaluate
step 6500, training accuracy 0.84, 4.33087 msec to evaluate
step 6600, training accuracy 0.92, 5.05757 msec to evaluate
step 6700, training accuracy 0.82, 3.86333 msec to evaluate
step 6800, training accuracy 0.94, 3.81851 msec to evaluate
step 6900, training accuracy 0.9, 4.0102 msec to evaluate
test accuracy 0.9061
step 7000, training accuracy 0.78, 3.18313 msec to evaluate
step 7100, training accuracy 0.88, 3.95226 msec to evaluate
step 7200, training accuracy 0.9, 4.076 msec to evaluate
step 7300, training accuracy 0.88, 4.59933 msec to evaluate
step 7400, training accuracy 0.78, 4.37546 msec to evaluate
step 7500, training accuracy 0.98, 3.89194 msec to evaluate
step 7600, training accuracy 0.86, 3.92509 msec to evaluate
step 7700, training accuracy 0.92, 3.57747 msec to evaluate
step 7800, training accuracy 0.88, 3.55816 msec to evaluate
step 7900, training accuracy 0.96, 4.13203 msec to evaluate
test accuracy 0.9163
step 8000, training accuracy 0.9, 3.47471 msec to evaluate
step 8100, training accuracy 0.98, 4.75645 msec to evaluate
step 8200, training accuracy 0.88, 3.85785 msec to evaluate
step 8300, training accuracy 0.94, 4.02451 msec to evaluate
step 8400, training accuracy 0.9, 4.47321 msec to evaluate
step 8500, training accuracy 0.94, 4.1821 msec to evaluate
step 8600, training accuracy 0.92, 4.6103 msec to evaluate
step 8700, training accuracy 0.9, 4.0257 msec to evaluate
step 8800, training accuracy 0.88, 3.8023 msec to evaluate
step 8900, training accuracy 0.84, 4.04978 msec to evaluate
test accuracy 0.9124
step 9000, training accuracy 0.9, 3.70407 msec to evaluate
step 9100, training accuracy 0.96, 3.99137 msec to evaluate
step 9200, training accuracy 0.92, 3.73101 msec to evaluate
step 9300, training accuracy 0.94, 4.05359 msec to evaluate
step 9400, training accuracy 0.94, 3.62539 msec to evaluate
step 9500, training accuracy 0.98, 3.94416 msec to evaluate
step 9600, training accuracy 0.9, 3.85785 msec to evaluate
step 9700, training accuracy 0.84, 4.1666 msec to evaluate
step 9800, training accuracy 0.86, 3.95179 msec to evaluate
step 9900, training accuracy 0.92, 4.07839 msec to evaluate
test accuracy 0.9249
step 10000, training accuracy 0.94, 2.61211 msec to evaluate
step 10100, training accuracy 0.96, 4.06742 msec to evaluate
step 10200, training accuracy 0.88, 3.90768 msec to evaluate
step 10300, training accuracy 0.96, 3.68237 msec to evaluate
step 10400, training accuracy 0.92, 4.20952 msec to evaluate
step 10500, training accuracy 0.94, 4.78745 msec to evaluate
step 10600, training accuracy 0.9, 3.73578 msec to evaluate
step 10700, training accuracy 0.92, 3.62062 msec to evaluate
step 10800, training accuracy 0.9, 3.582 msec to evaluate
step 10900, training accuracy 0.92, 3.90506 msec to evaluate
test accuracy 0.9299
step 11000, training accuracy 0.96, 4.13465 msec to evaluate
step 11100, training accuracy 0.92, 4.00543 msec to evaluate
step 11200, training accuracy 0.88, 3.97515 msec to evaluate
step 11300, training accuracy 0.88, 3.94917 msec to evaluate
step 11400, training accuracy 0.92, 4.27079 msec to evaluate
step 11500, training accuracy 0.98, 4.12512 msec to evaluate
step 11600, training accuracy 0.86, 4.20237 msec to evaluate
step 11700, training accuracy 0.94, 3.95918 msec to evaluate
step 11800, training accuracy 0.88, 4.17781 msec to evaluate
step 11900, training accuracy 0.98, 3.69763 msec to evaluate
test accuracy 0.9392
step 12000, training accuracy 0.92, 2.96545 msec to evaluate
step 12100, training accuracy 0.94, 3.22843 msec to evaluate
step 12200, training accuracy 0.94, 4.30441 msec to evaluate
step 12300, training accuracy 0.94, 4.36044 msec to evaluate
step 12400, training accuracy 0.98, 4.27771 msec to evaluate
step 12500, training accuracy 0.92, 3.80063 msec to evaluate
step 12600, training accuracy 0.92, 4.11892 msec to evaluate
step 12700, training accuracy 0.9, 3.86143 msec to evaluate
step 12800, training accuracy 0.92, 3.63469 msec to evaluate
step 12900, training accuracy 0.9, 4.13871 msec to evaluate
test accuracy 0.9332
step 13000, training accuracy 0.88, 4.96626 msec to evaluate
step 13100, training accuracy 1, 4.179 msec to evaluate
step 13200, training accuracy 0.98, 3.91674 msec to evaluate
step 13300, training accuracy 0.94, 4.34136 msec to evaluate
step 13400, training accuracy 0.94, 3.93414 msec to evaluate
step 13500, training accuracy 0.92, 4.5898 msec to evaluate
step 13600, training accuracy 0.96, 4.60005 msec to evaluate
step 13700, training accuracy 0.94, 3.79729 msec to evaluate
step 13800, training accuracy 1, 3.98517 msec to evaluate
step 13900, training accuracy 0.94, 4.11415 msec to evaluate
test accuracy 0.9325
step 14000, training accuracy 0.96, 4.25053 msec to evaluate
step 14100, training accuracy 0.98, 3.43227 msec to evaluate
step 14200, training accuracy 0.88, 4.08459 msec to evaluate
step 14300, training accuracy 0.94, 4.51112 msec to evaluate
step 14400, training accuracy 0.94, 4.32563 msec to evaluate
step 14500, training accuracy 0.9, 3.78585 msec to evaluate
step 14600, training accuracy 0.96, 4.55761 msec to evaluate
step 14700, training accuracy 0.94, 5.62096 msec to evaluate
step 14800, training accuracy 0.94, 4.00615 msec to evaluate
step 14900, training accuracy 0.92, 4.1399 msec to evaluate
test accuracy 0.9441
step 15000, training accuracy 0.9, 2.50316 msec to evaluate
step 15100, training accuracy 0.96, 4.45127 msec to evaluate
step 15200, training accuracy 0.92, 4.39382 msec to evaluate
step 15300, training accuracy 0.9, 3.43633 msec to evaluate
step 15400, training accuracy 0.94, 3.00288 msec to evaluate
step 15500, training accuracy 0.94, 3.80683 msec to evaluate
step 15600, training accuracy 0.92, 4.11797 msec to evaluate
step 15700, training accuracy 0.86, 4.66061 msec to evaluate
step 15800, training accuracy 0.98, 4.33326 msec to evaluate
step 15900, training accuracy 0.9, 4.31347 msec to evaluate
test accuracy 0.943
step 16000, training accuracy 0.98, 3.48473 msec to evaluate
step 16100, training accuracy 0.88, 3.81827 msec to evaluate
step 16200, training accuracy 0.96, 3.77989 msec to evaluate
step 16300, training accuracy 1, 3.76129 msec to evaluate
step 16400, training accuracy 0.94, 4.27675 msec to evaluate
step 16500, training accuracy 0.98, 3.53622 msec to evaluate
step 16600, training accuracy 0.94, 4.10962 msec to evaluate
step 16700, training accuracy 0.98, 4.53448 msec to evaluate
step 16800, training accuracy 1, 3.8538 msec to evaluate
step 16900, training accuracy 0.94, 4.43101 msec to evaluate
test accuracy 0.9437
step 17000, training accuracy 0.96, 4.17209 msec to evaluate
step 17100, training accuracy 0.96, 4.45628 msec to evaluate
step 17200, training accuracy 0.98, 3.62659 msec to evaluate
step 17300, training accuracy 0.98, 4.10295 msec to evaluate
step 17400, training accuracy 0.94, 4.16231 msec to evaluate
step 17500, training accuracy 0.96, 5.10931 msec to evaluate
step 17600, training accuracy 0.98, 3.49998 msec to evaluate
step 17700, training accuracy 0.96, 4.10151 msec to evaluate
step 17800, training accuracy 0.92, 4.02808 msec to evaluate
step 17900, training accuracy 0.94, 4.00424 msec to evaluate
test accuracy 0.9535
step 18000, training accuracy 0.9, 4.40669 msec to evaluate
step 18100, training accuracy 0.96, 4.14276 msec to evaluate
step 18200, training accuracy 0.94, 3.75056 msec to evaluate
step 18300, training accuracy 0.96, 3.61252 msec to evaluate
step 18400, training accuracy 0.98, 4.15516 msec to evaluate
step 18500, training accuracy 0.9, 3.97635 msec to evaluate
step 18600, training accuracy 0.94, 4.02427 msec to evaluate
step 18700, training accuracy 0.9, 4.529 msec to evaluate
step 18800, training accuracy 0.98, 3.74246 msec to evaluate
step 18900, training accuracy 0.94, 4.07767 msec to evaluate
test accuracy 0.9517
step 19000, training accuracy 0.94, 4.50706 msec to evaluate
step 19100, training accuracy 0.98, 4.26412 msec to evaluate
step 19200, training accuracy 1, 4.38952 msec to evaluate
step 19300, training accuracy 1, 3.96919 msec to evaluate
step 19400, training accuracy 0.92, 4.09126 msec to evaluate
step 19500, training accuracy 0.88, 3.78704 msec to evaluate
step 19600, training accuracy 0.96, 3.33714 msec to evaluate
step 19700, training accuracy 0.98, 5.03635 msec to evaluate
step 19800, training accuracy 0.96, 3.92318 msec to evaluate
step 19900, training accuracy 0.94, 3.9649 msec to evaluate
test accuracy 0.9543
step 20000, training accuracy 0.94, 3.36409 msec to evaluate
step 20100, training accuracy 0.92, 3.64709 msec to evaluate
step 20200, training accuracy 0.98, 4.18544 msec to evaluate
step 20300, training accuracy 0.96, 4.31585 msec to evaluate
step 20400, training accuracy 0.94, 4.0431 msec to evaluate
step 20500, training accuracy 0.94, 4.32611 msec to evaluate
step 20600, training accuracy 0.96, 3.55935 msec to evaluate
step 20700, training accuracy 0.98, 4.43983 msec to evaluate
step 20800, training accuracy 0.9, 4.2851 msec to evaluate
step 20900, training accuracy 0.98, 4.32777 msec to evaluate
test accuracy 0.9562
step 21000, training accuracy 1, 4.19712 msec to evaluate
step 21100, training accuracy 0.96, 4.08673 msec to evaluate
step 21200, training accuracy 0.98, 4.30131 msec to evaluate
step 21300, training accuracy 0.92, 4.76265 msec to evaluate
step 21400, training accuracy 0.94, 3.74269 msec to evaluate
step 21500, training accuracy 0.92, 3.76821 msec to evaluate
step 21600, training accuracy 0.98, 4.19235 msec to evaluate
step 21700, training accuracy 0.98, 3.86214 msec to evaluate
step 21800, training accuracy 0.96, 3.84784 msec to evaluate
step 21900, training accuracy 0.96, 3.59917 msec to evaluate
test accuracy 0.9414
step 22000, training accuracy 0.96, 4.42863 msec to evaluate
step 22100, training accuracy 0.96, 4.11415 msec to evaluate
step 22200, training accuracy 1, 4.24409 msec to evaluate
step 22300, training accuracy 0.94, 3.51429 msec to evaluate
step 22400, training accuracy 0.94, 3.86333 msec to evaluate
step 22500, training accuracy 0.98, 3.33452 msec to evaluate
step 22600, training accuracy 1, 4.04644 msec to evaluate
step 22700, training accuracy 0.92, 3.88598 msec to evaluate
step 22800, training accuracy 0.96, 4.57764 msec to evaluate
step 22900, training accuracy 0.96, 3.86143 msec to evaluate
test accuracy 0.9534
step 23000, training accuracy 0.98, 3.49259 msec to evaluate
step 23100, training accuracy 0.92, 3.47781 msec to evaluate
step 23200, training accuracy 0.9, 4.24671 msec to evaluate
step 23300, training accuracy 0.96, 3.96323 msec to evaluate
step 23400, training accuracy 0.94, 3.97539 msec to evaluate
step 23500, training accuracy 0.92, 4.94814 msec to evaluate
step 23600, training accuracy 1, 5.13673 msec to evaluate
step 23700, training accuracy 0.98, 3.88503 msec to evaluate
step 23800, training accuracy 0.98, 4.15373 msec to evaluate
step 23900, training accuracy 0.96, 4.23098 msec to evaluate
test accuracy 0.9628
step 24000, training accuracy 1, 3.44563 msec to evaluate
step 24100, training accuracy 0.92, 3.71099 msec to evaluate
step 24200, training accuracy 0.9, 4.33159 msec to evaluate
step 24300, training accuracy 1, 4.21667 msec to evaluate
step 24400, training accuracy 0.96, 3.95513 msec to evaluate
step 24500, training accuracy 1, 4.14157 msec to evaluate
step 24600, training accuracy 0.98, 4.11248 msec to evaluate
step 24700, training accuracy 1, 4.51565 msec to evaluate
step 24800, training accuracy 0.94, 3.54385 msec to evaluate
step 24900, training accuracy 0.94, 4.70853 msec to evaluate
test accuracy 0.9563
step 25000, training accuracy 0.94, 2.82097 msec to evaluate
step 25100, training accuracy 1, 4.07529 msec to evaluate
step 25200, training accuracy 0.98, 3.73769 msec to evaluate
step 25300, training accuracy 1, 3.4256 msec to evaluate
step 25400, training accuracy 0.96, 4.38857 msec to evaluate
step 25500, training accuracy 0.98, 4.23217 msec to evaluate
step 25600, training accuracy 0.98, 4.30155 msec to evaluate
step 25700, training accuracy 0.98, 4.3304 msec to evaluate
step 25800, training accuracy 0.98, 3.86834 msec to evaluate
step 25900, training accuracy 0.96, 4.71163 msec to evaluate
test accuracy 0.9512
step 26000, training accuracy 0.94, 3.54576 msec to evaluate
step 26100, training accuracy 0.94, 3.78942 msec to evaluate
step 26200, training accuracy 0.98, 4.5383 msec to evaluate
step 26300, training accuracy 0.98, 4.26459 msec to evaluate
step 26400, training accuracy 0.98, 4.20403 msec to evaluate
step 26500, training accuracy 1, 3.99351 msec to evaluate
step 26600, training accuracy 0.94, 4.38333 msec to evaluate
step 26700, training accuracy 1, 3.59678 msec to evaluate
step 26800, training accuracy 0.96, 4.85063 msec to evaluate
step 26900, training accuracy 0.94, 4.20666 msec to evaluate
test accuracy 0.9552
step 27000, training accuracy 0.96, 4.00305 msec to evaluate
step 27100, training accuracy 0.96, 3.66926 msec to evaluate
step 27200, training accuracy 1, 4.64058 msec to evaluate
step 27300, training accuracy 0.92, 4.52185 msec to evaluate
step 27400, training accuracy 0.92, 4.09555 msec to evaluate
step 27500, training accuracy 0.9, 2.97499 msec to evaluate
step 27600, training accuracy 1, 4.06575 msec to evaluate
step 27700, training accuracy 0.96, 3.99828 msec to evaluate
step 27800, training accuracy 0.96, 3.46613 msec to evaluate
step 27900, training accuracy 1, 4.49252 msec to evaluate
test accuracy 0.9614
step 28000, training accuracy 0.98, 3.96967 msec to evaluate
step 28100, training accuracy 0.98, 4.57621 msec to evaluate
step 28200, training accuracy 0.94, 3.41487 msec to evaluate
step 28300, training accuracy 0.96, 4.08363 msec to evaluate
step 28400, training accuracy 0.98, 4.37379 msec to evaluate
step 28500, training accuracy 0.98, 4.2181 msec to evaluate
step 28600, training accuracy 0.98, 2.97046 msec to evaluate
step 28700, training accuracy 0.98, 4.60792 msec to evaluate
step 28800, training accuracy 0.96, 4.09913 msec to evaluate
step 28900, training accuracy 0.98, 4.00043 msec to evaluate
test accuracy 0.9592
step 29000, training accuracy 1, 3.09563 msec to evaluate
step 29100, training accuracy 0.96, 4.40478 msec to evaluate
step 29200, training accuracy 0.96, 4.83894 msec to evaluate
step 29300, training accuracy 0.98, 4.02522 msec to evaluate
step 29400, training accuracy 0.98, 3.73769 msec to evaluate
step 29500, training accuracy 1, 3.84307 msec to evaluate
step 29600, training accuracy 0.94, 4.59194 msec to evaluate
step 29700, training accuracy 0.94, 3.5553 msec to evaluate
step 29800, training accuracy 0.96, 4.31681 msec to evaluate
step 29900, training accuracy 0.96, 3.97873 msec to evaluate
test accuracy 0.9521
step 30000, training accuracy 0.92, 3.29232 msec to evaluate
step 30100, training accuracy 0.98, 4.5855 msec to evaluate
step 30200, training accuracy 0.94, 4.10128 msec to evaluate
step 30300, training accuracy 0.94, 4.76813 msec to evaluate
step 30400, training accuracy 0.94, 3.80373 msec to evaluate
step 30500, training accuracy 0.94, 4.0493 msec to evaluate
step 30600, training accuracy 0.98, 3.81565 msec to evaluate
step 30700, training accuracy 0.98, 4.37069 msec to evaluate
step 30800, training accuracy 0.9, 3.65472 msec to evaluate
step 30900, training accuracy 0.94, 4.76766 msec to evaluate
test accuracy 0.96
step 31000, training accuracy 0.92, 3.50189 msec to evaluate
step 31100, training accuracy 0.94, 3.89981 msec to evaluate
step 31200, training accuracy 0.96, 4.14872 msec to evaluate
step 31300, training accuracy 0.96, 3.72577 msec to evaluate
step 31400, training accuracy 0.98, 3.82638 msec to evaluate
step 31500, training accuracy 0.98, 3.99041 msec to evaluate
step 31600, training accuracy 0.94, 4.3633 msec to evaluate
step 31700, training accuracy 0.9, 5.18394 msec to evaluate
step 31800, training accuracy 0.96, 4.3745 msec to evaluate
step 31900, training accuracy 1, 3.21841 msec to evaluate
test accuracy 0.9586
step 32000, training accuracy 0.96, 3.85404 msec to evaluate
step 32100, training accuracy 0.94, 4.76408 msec to evaluate
step 32200, training accuracy 1, 4.36878 msec to evaluate
step 32300, training accuracy 0.98, 4.98605 msec to evaluate
step 32400, training accuracy 1, 3.84879 msec to evaluate
step 32500, training accuracy 0.98, 3.85666 msec to evaluate
step 32600, training accuracy 1, 4.34685 msec to evaluate
step 32700, training accuracy 0.92, 4.08101 msec to evaluate
step 32800, training accuracy 0.98, 4.34899 msec to evaluate
step 32900, training accuracy 0.94, 4.34709 msec to evaluate
test accuracy 0.9559
step 33000, training accuracy 0.98, 4.54426 msec to evaluate
step 33100, training accuracy 0.98, 4.03547 msec to evaluate
step 33200, training accuracy 0.96, 3.77178 msec to evaluate
step 33300, training accuracy 1, 3.63183 msec to evaluate
step 33400, training accuracy 1, 4.7133 msec to evaluate
step 33500, training accuracy 1, 4.13299 msec to evaluate
step 33600, training accuracy 1, 4.22215 msec to evaluate
step 33700, training accuracy 1, 4.28963 msec to evaluate
step 33800, training accuracy 0.94, 3.88789 msec to evaluate
step 33900, training accuracy 1, 4.37474 msec to evaluate
test accuracy 0.96
step 34000, training accuracy 0.98, 3.79276 msec to evaluate
step 34100, training accuracy 0.98, 4.09961 msec to evaluate
step 34200, training accuracy 0.96, 3.94058 msec to evaluate
step 34300, training accuracy 0.96, 4.07529 msec to evaluate
step 34400, training accuracy 0.98, 3.71051 msec to evaluate
step 34500, training accuracy 0.98, 4.20523 msec to evaluate
step 34600, training accuracy 1, 3.84617 msec to evaluate
step 34700, training accuracy 0.98, 4.63557 msec to evaluate
step 34800, training accuracy 0.94, 3.83043 msec to evaluate
step 34900, training accuracy 1, 4.02594 msec to evaluate
test accuracy 0.9615
step 35000, training accuracy 0.96, 3.20792 msec to evaluate
step 35100, training accuracy 0.96, 4.179 msec to evaluate
step 35200, training accuracy 0.94, 4.2305 msec to evaluate
step 35300, training accuracy 0.94, 4.34279 msec to evaluate
step 35400, training accuracy 1, 4.02808 msec to evaluate
step 35500, training accuracy 0.96, 4.07577 msec to evaluate
step 35600, training accuracy 0.98, 3.89647 msec to evaluate
step 35700, training accuracy 0.94, 4.09603 msec to evaluate
step 35800, training accuracy 0.94, 4.19736 msec to evaluate
step 35900, training accuracy 0.96, 3.97086 msec to evaluate
test accuracy 0.9668
step 36000, training accuracy 0.94, 4.24433 msec to evaluate
step 36100, training accuracy 0.96, 3.96442 msec to evaluate
step 36200, training accuracy 1, 4.06146 msec to evaluate
step 36300, training accuracy 1, 3.33428 msec to evaluate
step 36400, training accuracy 0.98, 3.92866 msec to evaluate
step 36500, training accuracy 0.96, 3.91674 msec to evaluate
step 36600, training accuracy 0.96, 3.81947 msec to evaluate
step 36700, training accuracy 0.98, 4.26006 msec to evaluate
step 36800, training accuracy 0.98, 4.6351 msec to evaluate
step 36900, training accuracy 0.98, 4.05192 msec to evaluate
test accuracy 0.9633
step 37000, training accuracy 0.98, 3.40581 msec to evaluate
step 37100, training accuracy 0.98, 4.75788 msec to evaluate
step 37200, training accuracy 0.94, 3.74436 msec to evaluate
step 37300, training accuracy 0.98, 4.22192 msec to evaluate
step 37400, training accuracy 1, 4.3838 msec to evaluate
step 37500, training accuracy 0.98, 3.901 msec to evaluate
step 37600, training accuracy 0.94, 4.21047 msec to evaluate
step 37700, training accuracy 0.98, 3.91102 msec to evaluate
step 37800, training accuracy 0.98, 3.92652 msec to evaluate
step 37900, training accuracy 0.98, 3.57723 msec to evaluate
test accuracy 0.9649
step 38000, training accuracy 0.96, 3.98993 msec to evaluate
step 38100, training accuracy 0.96, 3.96371 msec to evaluate
step 38200, training accuracy 0.96, 4.36568 msec to evaluate
step 38300, training accuracy 0.98, 4.14586 msec to evaluate
step 38400, training accuracy 1, 4.54235 msec to evaluate
step 38500, training accuracy 0.98, 4.63986 msec to evaluate
step 38600, training accuracy 0.92, 3.92222 msec to evaluate
step 38700, training accuracy 0.94, 4.51303 msec to evaluate
