NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.1, 37.0855 msec to evaluate
step 4200, training accuracy 0.8, 4.30918 msec to evaluate
step 4300, training accuracy 0.84, 3.85666 msec to evaluate
step 4400, training accuracy 0.82, 3.66688 msec to evaluate
step 4500, training accuracy 0.78, 3.87263 msec to evaluate
step 4600, training accuracy 0.8, 3.80015 msec to evaluate
step 4700, training accuracy 0.84, 4.31967 msec to evaluate
step 4800, training accuracy 0.86, 3.66163 msec to evaluate
step 4900, training accuracy 0.9, 3.79777 msec to evaluate
test accuracy 0.8852
step 5000, training accuracy 0.84, 4.18305 msec to evaluate
step 5100, training accuracy 0.7, 3.95131 msec to evaluate
step 5200, training accuracy 0.86, 4.06265 msec to evaluate
step 5300, training accuracy 0.88, 4.17233 msec to evaluate
step 5400, training accuracy 0.94, 4.78172 msec to evaluate
step 5500, training accuracy 0.96, 3.69215 msec to evaluate
step 5600, training accuracy 0.9, 3.93581 msec to evaluate
step 5700, training accuracy 0.92, 3.71838 msec to evaluate
step 5800, training accuracy 0.78, 3.85547 msec to evaluate
step 5900, training accuracy 0.84, 4.23646 msec to evaluate
test accuracy 0.8821
step 6000, training accuracy 0.84, 3.96299 msec to evaluate
step 6100, training accuracy 0.9, 3.98326 msec to evaluate
step 6200, training accuracy 0.8, 3.85427 msec to evaluate
step 6300, training accuracy 0.9, 5.01585 msec to evaluate
step 6400, training accuracy 0.86, 4.12369 msec to evaluate
step 6500, training accuracy 0.92, 3.82924 msec to evaluate
step 6600, training accuracy 0.88, 4.96101 msec to evaluate
step 6700, training accuracy 0.98, 3.51763 msec to evaluate
step 6800, training accuracy 0.94, 4.68516 msec to evaluate
step 6900, training accuracy 0.9, 3.67808 msec to evaluate
test accuracy 0.9183
step 7000, training accuracy 0.88, 4.4837 msec to evaluate
step 7100, training accuracy 0.92, 3.74866 msec to evaluate
step 7200, training accuracy 0.9, 4.56929 msec to evaluate
step 7300, training accuracy 0.84, 3.91579 msec to evaluate
step 7400, training accuracy 0.92, 3.9103 msec to evaluate
step 7500, training accuracy 0.96, 3.63302 msec to evaluate
step 7600, training accuracy 0.92, 4.00114 msec to evaluate
step 7700, training accuracy 0.86, 3.77846 msec to evaluate
step 7800, training accuracy 0.88, 3.95465 msec to evaluate
step 7900, training accuracy 0.96, 3.70002 msec to evaluate
test accuracy 0.9214
step 8000, training accuracy 0.92, 3.91889 msec to evaluate
step 8100, training accuracy 0.9, 4.88496 msec to evaluate
step 8200, training accuracy 0.86, 4.02784 msec to evaluate
step 8300, training accuracy 0.96, 4.17709 msec to evaluate
step 8400, training accuracy 0.98, 3.93152 msec to evaluate
step 8500, training accuracy 0.9, 3.71885 msec to evaluate
step 8600, training accuracy 0.92, 4.15826 msec to evaluate
step 8700, training accuracy 0.9, 4.88329 msec to evaluate
step 8800, training accuracy 0.92, 3.31974 msec to evaluate
step 8900, training accuracy 0.94, 3.84998 msec to evaluate
test accuracy 0.9259
step 9000, training accuracy 0.94, 3.54338 msec to evaluate
step 9100, training accuracy 0.96, 4.14348 msec to evaluate
step 9200, training accuracy 0.92, 4.82893 msec to evaluate
step 9300, training accuracy 0.94, 3.70169 msec to evaluate
step 9400, training accuracy 0.94, 4.50444 msec to evaluate
step 9500, training accuracy 0.94, 3.7396 msec to evaluate
step 9600, training accuracy 0.9, 3.74055 msec to evaluate
step 9700, training accuracy 0.98, 3.95894 msec to evaluate
step 9800, training accuracy 0.86, 4.00972 msec to evaluate
step 9900, training accuracy 0.94, 3.45278 msec to evaluate
test accuracy 0.9326
step 10000, training accuracy 0.98, 4.17161 msec to evaluate
step 10100, training accuracy 0.94, 3.98755 msec to evaluate
step 10200, training accuracy 0.94, 4.26865 msec to evaluate
step 10300, training accuracy 0.94, 4.63986 msec to evaluate
step 10400, training accuracy 0.94, 3.93438 msec to evaluate
step 10500, training accuracy 0.92, 4.05955 msec to evaluate
step 10600, training accuracy 0.94, 4.02045 msec to evaluate
step 10700, training accuracy 1, 3.57938 msec to evaluate
step 10800, training accuracy 0.94, 3.99613 msec to evaluate
step 10900, training accuracy 0.96, 4.86779 msec to evaluate
test accuracy 0.9326
step 11000, training accuracy 0.92, 3.66902 msec to evaluate
step 11100, training accuracy 0.96, 4.47106 msec to evaluate
step 11200, training accuracy 0.98, 6.86431 msec to evaluate
step 11300, training accuracy 0.96, 4.13704 msec to evaluate
step 11400, training accuracy 0.96, 4.35638 msec to evaluate
step 11500, training accuracy 0.94, 4.00114 msec to evaluate
step 11600, training accuracy 0.96, 4.01902 msec to evaluate
step 11700, training accuracy 0.98, 4.09222 msec to evaluate
step 11800, training accuracy 0.9, 3.82924 msec to evaluate
step 11900, training accuracy 0.96, 4.00329 msec to evaluate
test accuracy 0.9459
step 12000, training accuracy 0.96, 3.76892 msec to evaluate
step 12100, training accuracy 0.9, 3.54433 msec to evaluate
step 12200, training accuracy 0.94, 3.97182 msec to evaluate
step 12300, training accuracy 0.92, 5.07474 msec to evaluate
step 12400, training accuracy 0.92, 4.251 msec to evaluate
step 12500, training accuracy 0.96, 5.25546 msec to evaluate
step 12600, training accuracy 0.94, 4.24528 msec to evaluate
step 12700, training accuracy 0.96, 3.59631 msec to evaluate
step 12800, training accuracy 0.96, 3.98135 msec to evaluate
step 12900, training accuracy 0.9, 4.90475 msec to evaluate
test accuracy 0.9421
step 13000, training accuracy 1, 3.6006 msec to evaluate
step 13100, training accuracy 0.98, 4.04 msec to evaluate
step 13200, training accuracy 0.9, 3.28207 msec to evaluate
step 13300, training accuracy 0.96, 4.34375 msec to evaluate
step 13400, training accuracy 0.98, 4.7605 msec to evaluate
step 13500, training accuracy 1, 4.16708 msec to evaluate
step 13600, training accuracy 0.96, 4.15134 msec to evaluate
step 13700, training accuracy 0.88, 3.97944 msec to evaluate
step 13800, training accuracy 0.94, 3.91603 msec to evaluate
step 13900, training accuracy 0.92, 3.62682 msec to evaluate
test accuracy 0.9472
step 14000, training accuracy 0.92, 4.74429 msec to evaluate
step 14100, training accuracy 0.94, 4.10151 msec to evaluate
step 14200, training accuracy 0.98, 4.31848 msec to evaluate
step 14300, training accuracy 0.94, 4.26698 msec to evaluate
step 14400, training accuracy 0.96, 4.14824 msec to evaluate
step 14500, training accuracy 0.98, 4.44436 msec to evaluate
step 14600, training accuracy 0.96, 4.071 msec to evaluate
step 14700, training accuracy 0.98, 3.95274 msec to evaluate
step 14800, training accuracy 1, 4.13227 msec to evaluate
step 14900, training accuracy 0.94, 3.92485 msec to evaluate
test accuracy 0.9487
step 15000, training accuracy 0.96, 3.46088 msec to evaluate
step 15100, training accuracy 0.96, 3.93176 msec to evaluate
step 15200, training accuracy 1, 3.91698 msec to evaluate
step 15300, training accuracy 0.96, 4.31442 msec to evaluate
step 15400, training accuracy 1, 3.71718 msec to evaluate
step 15500, training accuracy 1, 4.11439 msec to evaluate
step 15600, training accuracy 0.92, 4.46558 msec to evaluate
step 15700, training accuracy 0.96, 3.91865 msec to evaluate
step 15800, training accuracy 0.92, 4.56285 msec to evaluate
step 15900, training accuracy 0.92, 3.97587 msec to evaluate
test accuracy 0.9459
step 16000, training accuracy 0.92, 4.90141 msec to evaluate
step 16100, training accuracy 0.94, 3.75843 msec to evaluate
step 16200, training accuracy 0.98, 3.99876 msec to evaluate
step 16300, training accuracy 0.96, 4.32706 msec to evaluate
step 16400, training accuracy 0.9, 5.02229 msec to evaluate
step 16500, training accuracy 0.92, 3.25799 msec to evaluate
step 16600, training accuracy 0.98, 3.89099 msec to evaluate
step 16700, training accuracy 0.96, 3.74532 msec to evaluate
step 16800, training accuracy 1, 4.30894 msec to evaluate
step 16900, training accuracy 0.96, 4.3807 msec to evaluate
test accuracy 0.9441
step 17000, training accuracy 0.98, 3.17001 msec to evaluate
step 17100, training accuracy 0.96, 4.68874 msec to evaluate
step 17200, training accuracy 0.98, 3.84688 msec to evaluate
step 17300, training accuracy 0.98, 4.33207 msec to evaluate
step 17400, training accuracy 0.98, 3.99351 msec to evaluate
step 17500, training accuracy 0.94, 5.03659 msec to evaluate
step 17600, training accuracy 0.86, 3.62539 msec to evaluate
step 17700, training accuracy 0.92, 4.30894 msec to evaluate
step 17800, training accuracy 0.96, 4.77672 msec to evaluate
step 17900, training accuracy 0.96, 3.91269 msec to evaluate
test accuracy 0.943
step 18000, training accuracy 0.92, 3.60179 msec to evaluate
step 18100, training accuracy 0.96, 4.08769 msec to evaluate
step 18200, training accuracy 0.96, 4.33135 msec to evaluate
step 18300, training accuracy 0.98, 3.48687 msec to evaluate
step 18400, training accuracy 0.92, 4.1852 msec to evaluate
step 18500, training accuracy 0.96, 3.78895 msec to evaluate
step 18600, training accuracy 1, 4.29463 msec to evaluate
step 18700, training accuracy 0.92, 3.30973 msec to evaluate
step 18800, training accuracy 0.9, 3.63064 msec to evaluate
step 18900, training accuracy 0.96, 4.04263 msec to evaluate
test accuracy 0.9496
step 19000, training accuracy 0.94, 3.42965 msec to evaluate
step 19100, training accuracy 0.98, 4.64535 msec to evaluate
step 19200, training accuracy 0.9, 4.7245 msec to evaluate
step 19300, training accuracy 0.96, 3.82328 msec to evaluate
step 19400, training accuracy 0.92, 3.92413 msec to evaluate
step 19500, training accuracy 0.96, 4.16517 msec to evaluate
step 19600, training accuracy 0.96, 4.4136 msec to evaluate
step 19700, training accuracy 0.98, 4.04763 msec to evaluate
step 19800, training accuracy 0.96, 4.18687 msec to evaluate
step 19900, training accuracy 0.98, 4.43101 msec to evaluate
test accuracy 0.9587
step 20000, training accuracy 0.94, 2.71368 msec to evaluate
step 20100, training accuracy 1, 3.7241 msec to evaluate
step 20200, training accuracy 0.98, 4.09412 msec to evaluate
step 20300, training accuracy 0.92, 4.22597 msec to evaluate
step 20400, training accuracy 0.96, 4.17566 msec to evaluate
step 20500, training accuracy 0.92, 3.66831 msec to evaluate
step 20600, training accuracy 0.98, 3.91388 msec to evaluate
step 20700, training accuracy 0.94, 4.06647 msec to evaluate
step 20800, training accuracy 0.96, 3.91555 msec to evaluate
step 20900, training accuracy 1, 3.2506 msec to evaluate
test accuracy 0.9506
step 21000, training accuracy 0.9, 4.57859 msec to evaluate
step 21100, training accuracy 0.96, 4.73237 msec to evaluate
step 21200, training accuracy 0.94, 4.89163 msec to evaluate
step 21300, training accuracy 0.94, 4.05765 msec to evaluate
step 21400, training accuracy 0.96, 4.34685 msec to evaluate
step 21500, training accuracy 0.98, 3.83067 msec to evaluate
step 21600, training accuracy 0.96, 3.98111 msec to evaluate
step 21700, training accuracy 0.98, 3.97372 msec to evaluate
step 21800, training accuracy 0.84, 4.18782 msec to evaluate
step 21900, training accuracy 1, 4.07028 msec to evaluate
test accuracy 0.9586
step 22000, training accuracy 0.96, 3.87454 msec to evaluate
step 22100, training accuracy 0.96, 4.06313 msec to evaluate
step 22200, training accuracy 1, 3.80778 msec to evaluate
step 22300, training accuracy 0.92, 5.01513 msec to evaluate
step 22400, training accuracy 0.98, 3.82662 msec to evaluate
step 22500, training accuracy 0.96, 4.00925 msec to evaluate
step 22600, training accuracy 0.96, 4.60196 msec to evaluate
step 22700, training accuracy 0.96, 3.55983 msec to evaluate
step 22800, training accuracy 0.98, 4.09126 msec to evaluate
step 22900, training accuracy 0.94, 3.86405 msec to evaluate
test accuracy 0.9545
step 23000, training accuracy 1, 3.37672 msec to evaluate
step 23100, training accuracy 0.96, 3.68357 msec to evaluate
step 23200, training accuracy 0.92, 4.42219 msec to evaluate
step 23300, training accuracy 0.96, 3.99065 msec to evaluate
step 23400, training accuracy 1, 3.99995 msec to evaluate
step 23500, training accuracy 1, 3.7055 msec to evaluate
step 23600, training accuracy 0.94, 4.95315 msec to evaluate
step 23700, training accuracy 0.94, 3.93367 msec to evaluate
step 23800, training accuracy 0.98, 3.74722 msec to evaluate
step 23900, training accuracy 0.98, 4.00186 msec to evaluate
test accuracy 0.957
step 24000, training accuracy 0.96, 3.52383 msec to evaluate
step 24100, training accuracy 1, 3.88098 msec to evaluate
step 24200, training accuracy 0.98, 3.44801 msec to evaluate
step 24300, training accuracy 0.96, 4.06623 msec to evaluate
step 24400, training accuracy 0.94, 3.65853 msec to evaluate
step 24500, training accuracy 0.94, 3.81923 msec to evaluate
step 24600, training accuracy 0.98, 3.41964 msec to evaluate
step 24700, training accuracy 0.98, 4.58264 msec to evaluate
step 24800, training accuracy 1, 4.42743 msec to evaluate
step 24900, training accuracy 0.98, 4.00019 msec to evaluate
test accuracy 0.9541
step 25000, training accuracy 1, 3.29065 msec to evaluate
step 25100, training accuracy 0.96, 4.07529 msec to evaluate
step 25200, training accuracy 0.98, 3.76487 msec to evaluate
step 25300, training accuracy 0.96, 3.42631 msec to evaluate
step 25400, training accuracy 0.98, 4.53043 msec to evaluate
step 25500, training accuracy 0.96, 4.83561 msec to evaluate
step 25600, training accuracy 0.96, 4.01139 msec to evaluate
step 25700, training accuracy 0.96, 4.06218 msec to evaluate
step 25800, training accuracy 0.88, 4.5774 msec to evaluate
step 25900, training accuracy 0.98, 3.86262 msec to evaluate
test accuracy 0.9571
step 26000, training accuracy 0.96, 4.11153 msec to evaluate
step 26100, training accuracy 0.92, 3.89338 msec to evaluate
step 26200, training accuracy 0.98, 4.08101 msec to evaluate
step 26300, training accuracy 1, 4.02403 msec to evaluate
step 26400, training accuracy 0.94, 6.58369 msec to evaluate
step 26500, training accuracy 0.96, 4.59027 msec to evaluate
step 26600, training accuracy 0.94, 4.78721 msec to evaluate
step 26700, training accuracy 0.92, 3.68285 msec to evaluate
step 26800, training accuracy 0.94, 3.88789 msec to evaluate
step 26900, training accuracy 0.98, 3.82972 msec to evaluate
test accuracy 0.9582
step 27000, training accuracy 0.94, 3.71981 msec to evaluate
step 27100, training accuracy 0.96, 3.78466 msec to evaluate
step 27200, training accuracy 0.98, 4.0381 msec to evaluate
step 27300, training accuracy 0.92, 3.83425 msec to evaluate
step 27400, training accuracy 1, 3.89361 msec to evaluate
step 27500, training accuracy 1, 4.00352 msec to evaluate
step 27600, training accuracy 0.98, 4.18139 msec to evaluate
step 27700, training accuracy 0.98, 4.27222 msec to evaluate
step 27800, training accuracy 0.96, 3.85118 msec to evaluate
step 27900, training accuracy 0.88, 3.86381 msec to evaluate
test accuracy 0.9603
step 28000, training accuracy 0.96, 4.89044 msec to evaluate
step 28100, training accuracy 0.94, 4.24337 msec to evaluate
step 28200, training accuracy 0.98, 3.4852 msec to evaluate
step 28300, training accuracy 0.94, 4.58694 msec to evaluate
step 28400, training accuracy 0.92, 3.71504 msec to evaluate
step 28500, training accuracy 1, 3.71456 msec to evaluate
step 28600, training accuracy 1, 4.33803 msec to evaluate
step 28700, training accuracy 0.98, 4.35781 msec to evaluate
step 28800, training accuracy 0.98, 4.20928 msec to evaluate
step 28900, training accuracy 0.98, 3.79324 msec to evaluate
test accuracy 0.9578
step 29000, training accuracy 0.94, 4.3366 msec to evaluate
step 29100, training accuracy 1, 4.457 msec to evaluate
step 29200, training accuracy 1, 4.54021 msec to evaluate
step 29300, training accuracy 1, 4.18711 msec to evaluate
step 29400, training accuracy 0.98, 4.12083 msec to evaluate
step 29500, training accuracy 1, 3.62277 msec to evaluate
step 29600, training accuracy 0.98, 4.94528 msec to evaluate
step 29700, training accuracy 0.92, 3.41582 msec to evaluate
step 29800, training accuracy 0.96, 3.92032 msec to evaluate
step 29900, training accuracy 0.96, 4.38333 msec to evaluate
test accuracy 0.962
step 30000, training accuracy 0.96, 3.64017 msec to evaluate
step 30100, training accuracy 1, 4.27222 msec to evaluate
step 30200, training accuracy 0.98, 4.50253 msec to evaluate
step 30300, training accuracy 1, 3.70502 msec to evaluate
step 30400, training accuracy 1, 4.8306 msec to evaluate
step 30500, training accuracy 1, 3.95846 msec to evaluate
step 30600, training accuracy 0.94, 4.20141 msec to evaluate
step 30700, training accuracy 0.98, 3.82686 msec to evaluate
step 30800, training accuracy 1, 3.61514 msec to evaluate
step 30900, training accuracy 0.98, 3.85809 msec to evaluate
test accuracy 0.9613
step 31000, training accuracy 1, 3.61276 msec to evaluate
step 31100, training accuracy 0.98, 4.17352 msec to evaluate
step 31200, training accuracy 0.96, 4.25625 msec to evaluate
step 31300, training accuracy 0.98, 4.73905 msec to evaluate
step 31400, training accuracy 1, 4.09555 msec to evaluate
step 31500, training accuracy 0.98, 4.55141 msec to evaluate
step 31600, training accuracy 0.94, 3.97253 msec to evaluate
step 31700, training accuracy 0.96, 4.426 msec to evaluate
step 31800, training accuracy 0.96, 4.00305 msec to evaluate
step 31900, training accuracy 1, 4.64725 msec to evaluate
test accuracy 0.9627
step 32000, training accuracy 1, 3.64089 msec to evaluate
step 32100, training accuracy 0.96, 3.96824 msec to evaluate
step 32200, training accuracy 0.96, 4.6587 msec to evaluate
step 32300, training accuracy 1, 4.12583 msec to evaluate
step 32400, training accuracy 0.96, 4.04406 msec to evaluate
step 32500, training accuracy 0.94, 3.90315 msec to evaluate
step 32600, training accuracy 0.96, 3.76749 msec to evaluate
step 32700, training accuracy 0.92, 4.0741 msec to evaluate
step 32800, training accuracy 0.98, 3.82137 msec to evaluate
step 32900, training accuracy 0.96, 4.02236 msec to evaluate
test accuracy 0.9632
step 33000, training accuracy 0.98, 4.31013 msec to evaluate
step 33100, training accuracy 0.98, 4.02427 msec to evaluate
step 33200, training accuracy 0.96, 3.98803 msec to evaluate
step 33300, training accuracy 0.98, 4.14228 msec to evaluate
step 33400, training accuracy 1, 4.05502 msec to evaluate
step 33500, training accuracy 0.96, 4.04263 msec to evaluate
step 33600, training accuracy 0.94, 3.88789 msec to evaluate
step 33700, training accuracy 0.96, 3.62015 msec to evaluate
step 33800, training accuracy 0.98, 4.08554 msec to evaluate
step 33900, training accuracy 0.96, 3.96037 msec to evaluate
test accuracy 0.9631
step 34000, training accuracy 0.98, 3.65376 msec to evaluate
step 34100, training accuracy 0.96, 3.43943 msec to evaluate
step 34200, training accuracy 0.98, 4.24862 msec to evaluate
step 34300, training accuracy 0.98, 4.25911 msec to evaluate
step 34400, training accuracy 0.98, 4.15277 msec to evaluate
step 34500, training accuracy 1, 4.34804 msec to evaluate
step 34600, training accuracy 0.98, 3.69835 msec to evaluate
step 34700, training accuracy 0.98, 4.1945 msec to evaluate
step 34800, training accuracy 0.96, 3.86238 msec to evaluate
step 34900, training accuracy 0.98, 4.11248 msec to evaluate
test accuracy 0.9594
step 35000, training accuracy 1, 4.57001 msec to evaluate
step 35100, training accuracy 0.98, 4.02594 msec to evaluate
step 35200, training accuracy 1, 3.81327 msec to evaluate
step 35300, training accuracy 0.98, 3.96013 msec to evaluate
step 35400, training accuracy 0.98, 4.72975 msec to evaluate
step 35500, training accuracy 0.96, 4.39668 msec to evaluate
step 35600, training accuracy 0.98, 4.32682 msec to evaluate
step 35700, training accuracy 0.98, 4.53186 msec to evaluate
step 35800, training accuracy 1, 4.28557 msec to evaluate
step 35900, training accuracy 0.96, 3.93724 msec to evaluate
test accuracy 0.9647
step 36000, training accuracy 0.92, 4.7946 msec to evaluate
step 36100, training accuracy 1, 4.49848 msec to evaluate
step 36200, training accuracy 0.96, 6.54221 msec to evaluate
step 36300, training accuracy 0.94, 4.3304 msec to evaluate
step 36400, training accuracy 1, 5.17464 msec to evaluate
step 36500, training accuracy 1, 3.96061 msec to evaluate
step 36600, training accuracy 0.96, 3.67069 msec to evaluate
step 36700, training accuracy 0.98, 4.18544 msec to evaluate
step 36800, training accuracy 0.96, 3.70193 msec to evaluate
step 36900, training accuracy 0.98, 4.22096 msec to evaluate
test accuracy 0.9655
step 37000, training accuracy 0.96, 3.84164 msec to evaluate
step 37100, training accuracy 0.98, 5.22804 msec to evaluate
step 37200, training accuracy 0.96, 3.70336 msec to evaluate
step 37300, training accuracy 1, 4.00782 msec to evaluate
step 37400, training accuracy 1, 3.46923 msec to evaluate
step 37500, training accuracy 1, 4.60649 msec to evaluate
step 37600, training accuracy 0.98, 4.10819 msec to evaluate
step 37700, training accuracy 0.96, 4.13847 msec to evaluate
step 37800, training accuracy 0.98, 4.16541 msec to evaluate
step 37900, training accuracy 1, 4.15897 msec to evaluate
test accuracy 0.9653
step 38000, training accuracy 0.96, 4.60219 msec to evaluate
step 38100, training accuracy 0.98, 3.61705 msec to evaluate
step 38200, training accuracy 0.98, 4.03118 msec to evaluate
step 38300, training accuracy 0.98, 4.14896 msec to evaluate
step 38400, training accuracy 0.92, 3.54719 msec to evaluate
step 38500, training accuracy 0.98, 4.28653 msec to evaluate
step 38600, training accuracy 0.94, 3.98707 msec to evaluate
step 38700, training accuracy 0.96, 3.63731 msec to evaluate
